,Composition_Formula,Equilibrium_Pressure_25C,Heat_of_Formation_kJperMolH2,bin,3bin_limit,2bin_real,element,pred_elements,ln_pressure,regression_pred,regression_bin_pred,regression_bin_pred_median,binary_heat
162,CaNi4B,0.0086094488709562,-55.7,2,2,2,"['Ca', 'Ni', 'B']",1,-4.754894972933152,-45.08753091712623,2,0,0
163,CaNi5,0.5000000000000004,-37.7,1,1,1,"['Ca', 'Ni']",1,-0.6931471805599444,-34.09281197693034,1,1,0
164,La0.5Ce0.5Cu2.5Ni2.5,2.3416253775191214,-22.9,1,1,1,"['La', 'Ce', 'Cu', 'Ni']",1,0.8508452940200717,-29.91338869130428,1,1,1
165,La0.4Ce0.6Ni5,28.0,-22.3,1,1,1,"['La', 'Ce', 'Ni']",1,3.332204510175204,-23.196613409855757,1,1,1
166,La0.2Ce0.8Cu0.3Ni4.7,19.059838026658632,-21.0,1,1,1,"['La', 'Ce', 'Cu', 'Ni']",1,2.9475834001132752,-24.237741815597133,1,1,1
167,La0.2Ce0.8Ni5,32.00964433437732,-23.8,1,1,1,"['La', 'Ce', 'Ni']",1,3.4660372428415465,-22.83434244772764,1,1,1
168,Ce0.2Pr0.8Co5,0.3007932386234149,-39.0,1,1,1,"['Ce', 'Pr', 'Co']",2,-1.2013321651397544,-35.468414638812554,1,0,0
169,Ce0.4Pr0.6Co5,1.303305200403338,-38.5,1,1,1,"['Ce', 'Pr', 'Co']",2,0.2649034997279145,-31.49947076061766,1,1,0
170,Ce0.6Pr0.4Co5,1.6421645525082085,-38.5,1,1,1,"['Ce', 'Pr', 'Co']",2,0.49601522069130266,-30.873875931576645,1,1,0
171,La0.7Ce0.7Ni5,13.06465552477356,-25.0,1,1,1,"['La', 'Ce', 'Ni']",1,2.5699105323619533,-25.260062068976865,1,1,1
172,Ce0.8Pr0.2Co5,1.8316907652938488,-37.0,1,1,1,"['Ce', 'Pr', 'Co']",2,0.6052394557672682,-30.578217553089175,1,1,0
173,CeCo5,1.8963052000171792,-39.0,1,1,1,"['Ce', 'Co']",2,0.6399073613516694,-30.484375222735366,1,1,0
174,Ce1Mn0.75Ni4.25,1.1765682852439587,-24.7,1,1,1,"['Ce', 'Mn', 'Ni']",1,0.16260196850730585,-31.77639011662353,1,1,1
175,Ce1Al0.5Ni4.5,9.545509532616563,-21.6,1,1,1,"['Ce', 'Al', 'Ni']",1,2.2560708379023913,-26.109592716679572,1,1,1
176,Ce1Mn0.5Ni4.5,7.501544948777111,-25.4,1,1,1,"['Ce', 'Mn', 'Ni']",1,2.0151089924988663,-26.761850784129578,1,1,1
177,CeNi5,84.98778273149166,-22.2,1,1,1,"['Ce', 'Ni']",1,4.442507513589114,-20.191141360627736,1,1,1
178,Dy1Ga0.75Ni4.25,7.380680490472258,-30.1,1,1,1,"['Dy', 'Ga', 'Ni']",1,1.9988658417426066,-26.805819264300517,1,1,1
179,Dy1Al0.5Ni4.5,24.13282475943464,-27.3,1,1,1,"['Dy', 'Al', 'Ni']",1,3.183572936997422,-23.598943258054938,1,1,1
180,DyAlNi4,0.7654801337418554,-35.4,1,1,1,"['Dy', 'Al', 'Ni']",1,-0.2672520162239592,-32.93995909949288,1,1,0
181,Er1Al1.5Ni3.5,0.0604138896551311,-39.8,1,1,1,"['Er', 'Al', 'Ni']",1,-2.806536239300719,-39.813531209121635,1,0,0
182,Er1Al0.5Ni4.5,63.86015337360045,-25.4,1,1,1,"['Er', 'Al', 'Ni']",1,4.156695589000013,-20.96480381857606,1,1,1
183,ErAlNi4,6.946315496186141,-32.4,1,1,1,"['Er', 'Al', 'Ni']",1,1.9382113745668057,-26.97000445086416,1,1,1
184,EuNi5,1.2999999999999994,-26.0,1,1,1,"['Eu', 'Ni']",1,0.26236426446749056,-31.506344200190597,1,1,1
185,Gd1Al0.5Ni4.5,8.76622359342541,-32.7,1,1,1,"['Gd', 'Al', 'Ni']",1,2.1709061085644787,-26.340124574035762,1,1,1
186,GdAlNi4,0.2660974772349265,-41.5,2,2,2,"['Gd', 'Al', 'Ni']",1,-1.3238925815585543,-35.80017264068759,1,0,0
187,Ho1Al0.5Ni4.5,53.56326979436215,-24.1,1,1,1,"['Ho', 'Al', 'Ni']",1,3.980863568144799,-21.440762383413535,1,1,1
188,HoAlNi4,0.8735436685088609,-35.9,1,1,1,"['Ho', 'Al', 'Ni']",1,-0.13519715808879648,-32.58250065448312,1,1,0
189,LaFeCuNi3,0.3843782982703401,-37.2,1,1,1,"['La', 'Fe', 'Cu', 'Ni']",1,-0.9561280595922447,-34.80467322470033,1,1,0
190,La1Al0.75Ni4.25,0.023030464176958,-44.1,2,2,2,"['La', 'Al', 'Ni']",1,-3.7709374100353337,-42.424062527125415,2,0,0
191,La1Co0.5Ni4.25Sn0.25,0.4999999999999995,-42.5,2,2,2,"['La', 'Co', 'Ni', 'Sn']",1,-0.6931471805599463,-34.09281197693034,1,1,0
192,La1Ni4.4B0.6,0.3000000000000001,-33.5,1,1,1,"['La', 'Ni', 'B']",1,-1.2039728043259357,-35.47556256801905,1,0,1
193,La1Zn0.6Ni4.4,0.3811632328179493,-34.8,1,1,1,"['La', 'Zn', 'Ni']",1,-0.9645275630134316,-34.8274097864156,1,1,1
194,La1Al0.5Ni4.5,0.2999999999999997,-44.4,2,2,2,"['La', 'Al', 'Ni']",1,-1.203972804325937,-35.47556256801906,1,0,0
195,La1Mn0.3Al0.3Ni4.5,0.1195610368932282,-39.3,1,1,1,"['La', 'Mn', 'Al', 'Ni']",1,-2.123928269027658,-37.965784090607215,1,0,0
196,La1Si0.5Ni4.5,0.5000000000000004,-36.5,1,1,1,"['La', 'Si', 'Ni']",1,-0.6931471805599444,-34.09281197693034,1,1,0
197,La1Mn0.2Al0.15Ni4.65,0.7835989436988505,-38.8,1,1,1,"['La', 'Mn', 'Al', 'Ni']",1,-0.2438579409233152,-32.876633827727034,1,1,0
198,La1Al0.4Ni4.6,0.2235925932600667,-36.4,1,1,1,"['La', 'Al', 'Ni']",1,-1.4979296632048154,-36.27127249614034,1,0,0
199,La1Mn0.1Cu0.3Ni4.6,0.6577545473633537,-32.0,1,1,1,"['La', 'Mn', 'Cu', 'Ni']",1,-0.4189234455723626,-33.35051751478265,1,1,1
200,La1Ga0.4Ni4.6,0.3816881210296787,-35.0,1,1,1,"['La', 'Ga', 'Ni']",1,-0.9631514409369241,-34.82368477042938,1,1,0
201,La1Ni4.6Ge0.4,0.6208404169325338,-34.3,1,1,1,"['La', 'Ni', 'Ge']",1,-0.47668120763740823,-33.50686162893772,1,1,1
202,La1In0.4Ni4.6,0.0657507645188483,-39.8,1,1,1,"['La', 'In', 'Ni']",1,-2.721883980328772,-39.5843865544986,1,0,0
203,La1Mn0.4Ni4.6,0.1499999999999999,-39.4,1,1,1,"['La', 'Mn', 'Ni']",1,-1.897119984885882,-37.35183820698309,1,0,0
204,La1Si0.4Ni4.6,0.5286931105252956,-35.6,1,1,1,"['La', 'Si', 'Ni']",1,-0.6373471467972733,-33.94176722490856,1,1,0
205,La1Ni4.6Sn0.4,0.104264416032267,-38.5,1,1,1,"['La', 'Ni', 'Sn']",1,-2.2608251445803416,-38.3363493613803,1,0,0
206,La1Al0.25Ni4.75,0.7719332496925363,-33.7,1,1,1,"['La', 'Al', 'Ni']",1,-0.25885719682443814,-32.91723521692569,1,1,1
207,La1Al0.3Ni4.7,0.4199999999999999,-34.0,1,1,1,"['La', 'Al', 'Ni']",1,-0.8675005677047234,-34.56476803769992,1,1,1
208,La1Mn0.3Ni4.7,1.1545579924276814,-36.2,1,1,1,"['La', 'Mn', 'Ni']",1,0.14371758019024136,-31.82750814573738,1,1,0
209,La1In0.15Ni4.85,0.6312539077578454,-31.8,1,1,1,"['La', 'In', 'Ni']",1,-0.46004710790425074,-33.46183489149906,1,1,1
210,La1Ni4.8Sn0.2,0.47,-32.8,1,1,1,"['La', 'Ni', 'Sn']",1,-0.7550225842780328,-34.260302108757074,1,1,1
211,La1In0.07Ni4.93,1.083940070093133,-35.2,1,1,1,"['La', 'In', 'Ni']",1,0.08060261559718947,-31.99835363691338,1,1,0
212,La1Ni4.95Sn0.05,1.0454338668516792,-32.0,1,1,1,"['La', 'Ni', 'Sn']",1,0.044431982842039836,-32.09626368976763,1,1,1
213,La1Al0.1Ni4.9,0.97379964952477,-33.0,1,1,1,"['La', 'Al', 'Ni']",1,-0.02654969513833527,-32.28840353674757,1,1,1
214,La1Mn0.1Ni4.9,1.026151847754291,-29.0,1,1,1,"['La', 'Mn', 'Ni']",1,0.025815735558211275,-32.14665588964553,1,1,1
215,La1Ni4.9Sn0.1,1.381284549463043,-32.0,1,1,1,"['La', 'Ni', 'Sn']",1,0.3230138991570149,-31.34217209465293,1,1,1
216,La1Al0.5Cu0.5Ni4,0.106040949075376,-40.0,1,1,1,"['La', 'Al', 'Cu', 'Ni']",1,-2.243929947437502,-38.29061586104492,1,0,0
217,LaCrNi4,0.0399999999999999,-34.0,1,1,1,"['La', 'Cr', 'Ni']",1,-3.2188758248682032,-40.92969057769298,2,0,1
218,LaCuNi4,0.9508163007857522,-33.9,1,1,1,"['La', 'Cu', 'Ni']",1,-0.0504343993585076,-32.35305688877588,1,1,1
219,LaFeNi4,0.0564762248597669,-34.5,1,1,1,"['La', 'Fe', 'Ni']",1,-2.87393552833264,-39.99597391052876,1,0,1
220,La1Fe0.5Cu0.5Ni4,0.5565796227216516,-36.1,1,1,1,"['La', 'Fe', 'Cu', 'Ni']",1,-0.5859450408342316,-33.80262719532352,1,1,0
221,La0.8Ce0.2Co0.5Ni4.25Sn0.25,0.7999999999999999,-38.2,1,1,1,"['La', 'Ce', 'Co', 'Ni', 'Sn']",1,-0.22314355131420985,-32.820562179901565,1,1,0
222,La0.8Ce0.2Ni4.8Sn0.25,1.0999999999999994,-32.4,1,1,1,"['La', 'Ce', 'Ni', 'Sn']",1,0.09531017980432434,-31.958541826082588,1,1,1
223,La0.13Ce0.35Pr0.52Co5,1.033101700090644,-40.0,1,1,1,"['La', 'Ce', 'Pr', 'Co']",1,0.032565636492510666,-32.128384626278034,1,1,0
224,La0.1Ce0.9Co5,1.113771093217642,-41.0,2,2,2,"['La', 'Ce', 'Co']",1,0.10775163853949532,-31.924864121559402,1,1,0
225,La0.2Ce0.8Co5,0.974571677007968,-44.0,2,2,2,"['La', 'Ce', 'Co']",1,-0.025757210140132516,-32.2862583642098,1,1,0
226,La0.2Pr0.8Co5,0.2987307014373159,-38.0,1,1,1,"['La', 'Pr', 'Co']",1,-1.2082127755222989,-35.48703971874369,1,0,0
227,La0.4Ce0.6Co5,0.8442389388445866,-38.0,1,1,1,"['La', 'Ce', 'Co']",1,-0.16931972155581365,-32.674866801771564,1,1,0
228,La0.4Pr0.6Co5,20.754250003502484,-29.0,1,1,1,"['La', 'Pr', 'Co']",1,3.032751045149971,-24.007202065754683,1,1,1
229,La0.65Ce0.28Pr0.07Co5,0.2537203847619883,-47.0,2,2,2,"['La', 'Ce', 'Pr', 'Co']",1,-1.3715224657348997,-35.92910166741257,1,0,0
230,La0.66Ce0.2Pr0.14Co5,0.2503393379093142,-41.0,2,2,2,"['La', 'Ce', 'Pr', 'Co']",1,-1.3849379298516187,-35.96541590083015,1,0,0
231,La0.6Pr0.4Co5,0.2285293580041021,-43.0,2,2,2,"['La', 'Pr', 'Co']",1,-1.4760905954825183,-36.21215646437357,1,0,0
232,La0.75Ce0.25Al0.2Cu0.8Ni4,0.8030712592646667,-33.5,1,1,1,"['La', 'Ce', 'Al', 'Cu', 'Ni']",1,-0.21931182767169688,-32.81019011185119,1,1,1
233,La0.75Ce0.25Al0.1Cu0.9Ni4,1.144425633880071,-32.9,1,1,1,"['La', 'Ce', 'Al', 'Cu', 'Ni']",1,0.1349028813488193,-31.851368597261693,1,1,1
234,La0.75Ce0.25Ti0.1Cu0.9Ni4,1.2875809360998318,-38.4,1,1,1,"['La', 'Ce', 'Ti', 'Cu', 'Ni']",1,0.25276521457011986,-31.53232780653678,1,1,0
235,La0.75Pr0.25Al0.2Cu0.3Ni4.5,0.9204338343832104,-34.2,1,1,1,"['La', 'Pr', 'Al', 'Cu', 'Ni']",1,-0.08291016097592317,-32.44096531874358,1,1,1
236,La0.7Ce0.3Co5,0.2269623337546353,-42.0,2,2,2,"['La', 'Ce', 'Co']",1,-1.482971205865059,-36.2307815443047,1,0,0
237,La0.8Ce0.2Co5,0.2274425329119312,-34.0,1,1,1,"['La', 'Ce', 'Co']",1,-1.4808576750854565,-36.225060441449216,1,0,1
238,La0.8Pr0.2Co5,0.1428712050352379,-38.0,1,1,1,"['La', 'Pr', 'Co']",1,-1.945811718653079,-37.48364154752689,1,0,0
239,LaCo5,0.0452813657035284,-42.3,2,2,2,"['La', 'Co']",1,-3.094859684245047,-40.59399208534451,2,0,0
240,LaCu5,0.1511396406113853,-42.7,2,2,2,"['La', 'Cu']",1,-1.88955109724481,-37.331350033773575,1,0,0
241,LaCu3Ni2,0.7235300020996887,-32.0,1,1,1,"['La', 'Cu', 'Ni']",1,-0.32361326576803834,-33.092523002898936,1,1,1
242,LaFe(CuNi)2,0.639842930856706,-36.9,1,1,1,"['La', 'Fe', 'Cu', 'Ni']",1,-0.4465325532853645,-33.425252430639325,1,1,0
243,La1Al0.98Ni3.92,0.0034216798452779,-42.0,2,2,2,"['La', 'Al', 'Ni']",1,-5.677623665668627,-47.58525927281847,2,0,0
244,La1Cr0.5Cu1.5Ni3,0.7171488193043364,-35.5,1,1,1,"['La', 'Cr', 'Cu', 'Ni']",1,-0.3324719016152477,-33.116502387221246,1,1,0
245,LaCu2Ni3,1.168559579429725,-33.0,1,1,1,"['La', 'Cu', 'Ni']",1,0.15577186165562015,-31.794878488872246,1,1,1
246,LaNi5,2.952549886648882,-30.1,1,1,1,"['La', 'Ni']",1,1.0826691653560812,-29.285866147006097,1,1,1
247,La1Mn0.05Al0.05Ni5.2,1.5632463033157789,-26.8,1,1,1,"['La', 'Mn', 'Al', 'Ni']",1,0.4467646227196493,-31.007192058036217,1,1,1
248,La1Mn0.1Al0.05Ni5.5,1.9134339343158413,-26.0,1,1,1,"['La', 'Mn', 'Al', 'Ni']",1,0.6488994991918613,-30.460034462728046,1,1,1
249,La1Mn0.33Ni6.37,2.3461538820103947,-23.2,1,1,1,"['La', 'Mn', 'Ni']",1,0.8527773414349481,-29.908158844599967,1,1,1
250,LaCo4Ni,0.0628705575085989,-45.0,2,2,2,"['La', 'Co', 'Ni']",1,-2.766677308985338,-39.70563732735543,1,0,0
251,NdCo5,0.8339446667955244,-42.7,2,2,2,"['Nd', 'Co']",2,-0.18158822559239085,-32.70807633633501,1,1,0
252,Nd1Ni4.6Sn0.4,1.6788689971482624,-26.4,1,1,1,"['Nd', 'Ni', 'Sn']",1,0.5181203507203541,-30.814039697465244,1,1,1
253,Nd1Ni4.8Sn0.2,7.757296340313645,-25.7,1,1,1,"['Nd', 'Ni', 'Sn']",1,2.0486338637329515,-26.671102526097126,1,1,1
254,Nd1Ni4.9Sn0.1,12.11632991713809,-27.9,1,1,1,"['Nd', 'Ni', 'Sn']",1,2.4945541226670023,-25.4640438490603,1,1,1
255,NdNi5,14.9603081240774,-27.8,1,1,1,"['Nd', 'Ni']",1,2.7054005688634635,-24.89330496177091,1,1,1
256,PrCo5,0.6452448172487181,-40.0,1,1,1,"['Pr', 'Co']",2,-0.43812547257573675,-33.402495358010775,1,1,0
257,Pr1Cu2.5Ni2.5,26.34967783217333,-19.3,0,0,2,"['Pr', 'Cu', 'Ni']",1,3.2714560484296418,-23.361053029714935,1,1,1
258,Pr1Fe0.5Ni4.5,6.3446309114337724,-20.5,1,1,1,"['Pr', 'Fe', 'Ni']",1,1.8476089294876146,-27.215255625939758,1,1,1
259,PrNi5,12.20838235500148,-29.0,1,1,1,"['Pr', 'Ni']",1,2.502122794087802,-25.443556261136045,1,1,1
260,SmCo5,4.068539590773718,-34.9,1,1,1,"['Sm', 'Co']",2,1.4032841121564403,-28.417995612376924,1,1,0
261,Tb1Al0.5Ni4.5,12.033248325518882,-26.9,1,1,1,"['Tb', 'Al', 'Ni']",1,2.487673512284461,-25.482668928991426,1,1,1
262,TbAlNi4,1.1348676704608287,-33.7,1,1,1,"['Tb', 'Al', 'Ni']",1,0.12651605423388143,-31.87407084556522,1,1,1
263,YCo5,21.670527556379056,-32.2,1,1,1,"['Y', 'Co']",2,3.075953160262503,-23.890258538592267,1,1,1
264,Y1Al0.75Ni4.25,6.855586067549382,-24.3,1,1,1,"['Y', 'Al', 'Ni']",1,1.9250638042612385,-27.005593524249665,1,1,1
265,Y1Al0.5Ni4.5,23.332749837935754,-22.4,1,1,1,"['Y', 'Al', 'Ni']",1,3.14985794612296,-23.690206149717497,1,1,1
266,YAlNi4,0.5323000262815881,-40.8,2,2,2,"['Y', 'Al', 'Ni']",1,-0.6305479894297874,-33.923362629619305,1,1,0
267,MgNi,0.004,-40.0,1,1,1,"['Mg', 'Ni']",1,-5.521460917862246,-47.16254333652035,2,0,0
268,CeMg2,1.2318107996230849e-08,-101.0,2,2,2,"['Ce', 'Mg']",2,-18.212195462368893,-81.51501094258015,2,0,0
269,Mg1.7Al0.3Ni1,1.274473238843983e-06,-76.2,2,2,2,"['Mg', 'Al', 'Ni']",1,-13.572977610726928,-68.95714201804498,2,0,0
270,Mg1.92Al0.08Ni1,5.3987169923949404e-06,-70.5,2,2,2,"['Mg', 'Al', 'Ni']",1,-12.129349226624909,-65.04939364255637,2,0,0
271,Mg1.9Ti0.1Ni1,1.3935264202478542e-05,-62.5,2,2,2,"['Mg', 'Ti', 'Ni']",1,-11.181087937577619,-62.48255126634592,2,0,0
272,CeMg12,1.2439084859010978e-05,-65.0,2,2,2,"['Ce', 'Mg']",2,-11.294667037747418,-62.78999780110914,2,0,0
273,Mg14(TiAl4)3,1.2115342494134165e-06,-73.0,2,2,2,"['Mg', 'Ti', 'Al']",1,-13.623623026834853,-69.09423376873454,2,0,0
274,Mg2.23Ni1,6.2551716441971705e-06,-67.3,2,2,2,"['Mg', 'Ni']",1,-11.982101973303248,-64.65081100086024,2,0,0
275,Mg2.42Ni1,1.5519305728861422e-05,-63.1,2,2,2,"['Mg', 'Ni']",1,-11.07342577817491,-62.19112126043811,2,0,0
276,Mg2Al3,2.4959378786843582e-05,-63.2,2,2,2,"['Mg', 'Al']",2,-10.59826090312038,-60.90490052036961,2,0,0
277,Mg2Co,2.391896410698509e-07,-76.0,2,2,2,"['Mg', 'Co']",2,-15.24600912237186,-73.48586024204863,2,0,0
278,Mg0.9Sc0.1,2.408941302418809e-07,-79.5,2,2,2,"['Mg', 'Sc']",2,-15.238908293575612,-73.46663905431171,2,0,0
279,La0.125Mg0.708Al0.167,1.0498139186116615e-05,-67.0,2,2,2,"['La', 'Mg', 'Al']",1,-11.464312536876028,-63.24921011012808,2,0,0
280,Nd0.05Mg0.7Ni0.25,4.75224337277101e-06,-69.0,2,2,2,"['Nd', 'Mg', 'Ni']",1,-12.25689376240665,-65.3946431250356,2,0,0
281,La0.1Mg0.8Al0.1,2.1263070635160563e-06,-76.0,2,2,2,"['La', 'Mg', 'Al']",1,-13.061123855963984,-67.57160838578213,2,0,0
282,Nd0.05Mg0.8Ni0.15,6.538362933463781e-07,-76.0,2,2,2,"['Nd', 'Mg', 'Ni']",1,-14.240408832807619,-70.76380729462068,2,0,0
283,La0.1Mg0.85Al0.05,1.51530605335675e-06,-77.0,2,2,2,"['La', 'Mg', 'Al']",1,-13.399893123988312,-68.48862073561271,2,0,0
284,La0.075Mg0.9Al0.025,7.897633379175433e-06,-68.0,2,2,2,"['La', 'Mg', 'Al']",1,-11.748947415628304,-64.01968643028127,2,0,0
285,Mg1.5Ni1,0.0132440525847517,-29.1,1,1,1,"['Mg', 'Ni']",1,-4.32420668884657,-43.921703574705134,2,0,1
286,Mg1.75Ni1,0.0261327237896275,-26.6,1,1,1,"['Mg', 'Ni']",1,-3.644566964942401,-42.081991183170196,2,0,1
287,Mg2Cu,5.111635561228959e-06,-72.9,2,2,2,"['Mg', 'Cu']",2,-12.183991134269759,-65.19730347044853,2,0,0
288,Mg2Al0.125Cu1,2.883720038474618e-05,-63.0,2,2,2,"['Mg', 'Al', 'Cu']",2,-10.453844324297442,-60.51398021324362,2,0,0
289,Mg2Al0.25Cu1,1.25410284192373e-06,-72.0,2,2,2,"['Mg', 'Al', 'Cu']",2,-13.589090108012819,-69.00075683317843,2,0,0
290,Mg2Al0.375Cu1,5.545695695278184e-07,-76.0,2,2,2,"['Mg', 'Al', 'Cu']",2,-14.405073574495098,-71.20953722339993,2,0,0
291,Mg2Fe,2.811925428921335e-07,-77.2,2,2,2,"['Mg', 'Fe']",1,-15.084226196237303,-73.04793108122973,2,0,0
292,Mg2Fe0.37Ni0.63,1.2174312337312905e-07,-82.0,2,2,2,"['Mg', 'Fe', 'Ni']",1,-15.921352558113728,-75.31394303882652,2,0,0
293,Mg2Al0.25Ni0.75,2.3254508732240697e-08,-90.0,2,2,2,"['Mg', 'Al', 'Ni']",1,-17.576766799746526,-79.79497318809527,2,0,0
294,Mg2V0.25Ni0.75,1.9866185603029388e-05,-62.4,2,2,2,"['Mg', 'V', 'Ni']",1,-10.826491487466873,-61.52269641925781,2,0,0
295,Mg2Zn0.25Ni0.75,2.5896633495352544e-05,-61.5,2,2,2,"['Mg', 'Zn', 'Ni']",1,-10.561397578581447,-60.805115424586994,2,0,0
296,Mg2Al0.15Ni0.85,1.1791433787941733e-07,-84.0,2,2,2,"['Mg', 'Al', 'Ni']",1,-15.9533074262846,-75.40044146567848,2,0,0
297,Mg2Mn0.25Ni0.75,4.262434298046004e-05,-58.0,2,2,2,"['Mg', 'Mn', 'Ni']",1,-10.063085036427541,-59.456236413525716,2,0,0
298,Mg2Zr0.3Ni0.7,4.145695790970749e-05,-59.8,2,2,2,"['Mg', 'Zr', 'Ni']",1,-10.09085482775122,-59.53140628281328,2,0,0
299,CeCo3,0.0284145156368702,-38.1,1,1,1,"['Ce', 'Co']",2,-3.560855150414931,-41.855392211557145,2,0,0
300,CeAlPt,1.3240973122902642,-24.0,1,1,1,"['Ce', 'Al', 'Pt']",1,0.2807309535225775,-31.456627527874844,1,1,1
301,Dy2Co7,0.65433072052403,-35.8,1,1,1,"['Dy', 'Co']",2,-0.424142366467805,-33.36464457814297,1,1,0
302,DyCo3,0.0791345375993989,-42.7,2,2,2,"['Dy', 'Co']",2,-2.536605867400935,-39.08285842386565,1,0,0
303,DyFe3,0.0014602600766074,-47.1,2,2,2,"['Dy', 'Fe']",1,-6.529140724463384,-49.89022531522271,2,0,0
304,Er2Co7,3.176084240253319,-29.6,1,1,1,"['Er', 'Co']",2,1.1556490670423654,-29.08831732114584,1,1,1
305,ErCo3,0.0577539068746844,-39.8,1,1,1,"['Er', 'Co']",2,-2.8515642803588075,-39.935417323466524,1,0,0
306,ErFe3,0.0069252638006514,-42.9,2,2,2,"['Er', 'Fe']",1,-4.97257913367741,-45.676778769887946,2,0,0
307,ErNi3,17.44467119185957,-23.8,1,1,1,"['Er', 'Ni']",1,2.859034226187078,-24.477435004212424,1,1,1
308,Gd2Co7,0.234213493489148,-40.0,1,1,1,"['Gd', 'Co']",2,-1.4515222142384705,-36.14565247141244,1,0,0
309,Gd3(AlNi3)2,0.0083894176161718,-33.6,1,1,1,"['Gd', 'Al', 'Ni']",1,-4.780784174956174,-45.15761023134745,2,0,1
310,GdCo3,0.0140661616958384,-45.0,2,2,2,"['Gd', 'Co']",2,-4.263983245652757,-43.75868512418239,2,0,0
311,GdFe3,0.0004434589026188,-50.4,2,2,2,"['Gd', 'Fe']",1,-7.7209054265314,-53.11620551189765,2,0,0
312,Ho2Co7,1.5905185270431377,-36.7,1,1,1,"['Ho', 'Co']",2,0.46406008070453536,-30.96037509420531,1,1,0
313,HoCo3,0.3239409457869936,-36.0,1,1,1,"['Ho', 'Co']",2,-1.127194045891816,-35.26773064129395,1,0,0
314,HoFe3,0.0030981086144711,-44.6,2,2,2,"['Ho', 'Fe']",1,-5.776963478056809,-47.854161571191284,2,0,0
315,Ca0.5La0.5Ni3,0.8093538448075364,-43.5,2,2,2,"['Ca', 'La', 'Ni']",1,-0.2115190721253602,-32.7890959520507,1,1,0
316,Ca1.5La0.5Mg1Ni9,0.8930601560321649,-35.4,1,1,1,"['Ca', 'La', 'Mg', 'Ni']",1,-0.11310133639670059,-32.522689617049075,1,1,0
317,Ca1La1Mg1Al0.3Ni6,0.4917069252333798,-30.0,1,1,1,"['Ca', 'La', 'Mg', 'Al', 'Ni']",1,-0.7098724203978577,-34.138085420931596,1,1,1
318,CaLaMg(AlNi2)3,0.4917069252333798,-30.0,1,1,1,"['Ca', 'La', 'Mg', 'Al', 'Ni']",1,-0.7098724203978577,-34.138085420931596,1,1,1
319,Ca1La1Mg1Mn0.3Ni6,1.248875710966134,-32.3,1,1,1,"['Ca', 'La', 'Mg', 'Mn', 'Ni']",1,0.22224371535614745,-31.614946256190684,1,1,1
320,CaLaMg(MnNi2)3,1.6235384242559734,-32.3,1,1,1,"['Ca', 'La', 'Mg', 'Mn', 'Ni']",1,0.48460797982363807,-30.904754118414978,1,1,1
321,CaLaMgNi9,3.1372633474265217,-33.0,1,1,1,"['Ca', 'La', 'Mg', 'Ni']",1,1.1433508744980816,-29.121607219339595,1,1,1
322,La(MgCu)2,8.351376601376987e-05,-64.2,2,2,2,"['La', 'Mg', 'Cu']",1,-9.390499077255425,-57.63561781231543,2,0,0
323,Lu6Fe23,8.66205582415345,-39.7,1,1,1,"['Lu', 'Fe']",1,2.158952087490376,-26.372482836693457,1,1,0
324,LuCo3,7.353172723549895,-32.0,1,1,1,"['Lu', 'Co']",2,1.9951318831530584,-26.81592669275865,1,1,1
325,Mg51Zn20,5.442679980505492e-07,-80.9,2,2,2,"['Mg', 'Zn']",2,-14.423824067924151,-71.26029281330375,2,0,0
326,Mg6Pd,5.773045636273515e-07,-80.3,2,2,2,"['Mg', 'Pd']",2,-14.36489586978804,-71.10078045328589,2,0,0
327,Nd2Co7,0.0028791213463615,-56.7,2,2,2,"['Nd', 'Co']",2,-5.850270119452039,-48.05259484666537,2,0,0
328,NdCo3,0.4219446687904328,-54.5,2,2,2,"['Nd', 'Co']",2,-0.8628810901530083,-34.55226360366613,1,1,0
329,Pr2Co7,0.0029870507953589,-54.6,2,2,2,"['Pr', 'Co']",2,-5.813468734416057,-47.95297741452438,2,0,0
330,PrCo3,0.0002468648131067,-54.2,2,2,2,"['Pr', 'Co']",2,-8.30666968652551,-54.70180701476302,2,0,0
331,SmCo3,0.0091776007387456,-59.4,2,2,2,"['Sm', 'Co']",2,-4.690989465944664,-44.91454551183138,2,0,0
332,Tb2Co7,0.5668249741358496,-40.4,2,2,2,"['Tb', 'Co']",2,-0.5677047104993005,-33.75325256261356,1,1,0
333,TbCo3,0.039635255198489,-46.9,2,2,2,"['Tb', 'Co']",2,-3.2280362739982422,-40.95448693844681,2,0,0
334,TbFe3,0.0007542566424001,-48.0,2,2,2,"['Tb', 'Fe']",1,-7.189777873334648,-51.67849975878384,2,0,0
335,ThAlNi,0.0028227337570827,-47.0,2,2,2,"['Th', 'Al', 'Ni']",1,-5.870049446208499,-48.10613537887713,2,0,0
336,Ti3Al,0.1845239161905367,-47.0,2,2,2,"['Ti', 'Al']",1,-1.6899761968534357,-36.791122021231544,1,0,0
337,Y2Co7,0.3247072841709952,-38.0,1,1,1,"['Y', 'Co']",2,-1.1248311665832489,-35.2613345785113,1,0,0
338,Y4.3Sc0.7Si2.6Ge0.4,0.0001647958569468,-39.4,1,1,1,"['Y', 'Sc', 'Si', 'Ge']",1,-8.710803080690837,-55.79575309667841,2,0,0
