,MOF,LCD (Å),LCD/PLD,PLD (Å),density (g/cm3),Pore Volume (cm3/g),Porosity,Surface Area (m2/g),%C,%H,%O,%N,%Halojen,%Metalloids,%Ametal,%Metal,TDU,DU,MP,O-to-M,U_He (mol/kg),D_He (cm2/s),Uptake_bool,Diffusion_bool,A,AB,ABC,ABCD,B
201,GITVEL01_clean,15.27666,1.141812245923,13.37931,0.777112,0.930368,0.723000137216,2335.71,33.3333333333333,30.5555555555556,5.55555555555556,25.0,0.0,0.0,0.0,5.55555555555556,79.0,0.548611111111111,16.6666666666667,2.0,0.0335902504,0.002100551797259,0,1,"[15.27666, 13.37931, 1.141812245923]","[15.27666, 13.37931, 1.141812245923, 0.777112, 0.930368, 0.723000137216, 2335.71]","[15.27666, 13.37931, 1.141812245923, 0.777112, 0.930368, 0.723000137216, 2335.71, 33.3333333333333, 30.5555555555556, 5.55555555555556, 25.0, 0.0, 0.0, 0.0, 5.55555555555556]","[15.27666, 13.37931, 1.141812245923, 0.777112, 0.930368, 0.723000137216, 2335.71, 33.3333333333333, 30.5555555555556, 5.55555555555556, 25.0, 0.0, 0.0, 0.0, 5.55555555555556, 79.0, 0.548611111111111, 2.0, 16.6666666666667]","[0.777112, 0.930368, 0.723000137216, 2335.71]"
202,GIXGOK_clean,17.36935,3.21548042408165,5.40179,1.04037,0.628815,0.65420026155,1447.48,40.0,24.0,16.0,16.0,0.0,0.0,0.0,4.0,169.0,0.704166666666667,10.0,8.0,0.0224184733,0.0015513947254478,0,1,"[17.36935, 5.40179, 3.21548042408165]","[17.36935, 5.40179, 3.21548042408165, 1.04037, 0.628815, 0.65420026155, 1447.48]","[17.36935, 5.40179, 3.21548042408165, 1.04037, 0.628815, 0.65420026155, 1447.48, 40.0, 24.0, 16.0, 16.0, 0.0, 0.0, 0.0, 4.0]","[17.36935, 5.40179, 3.21548042408165, 1.04037, 0.628815, 0.65420026155, 1447.48, 40.0, 24.0, 16.0, 16.0, 0.0, 0.0, 0.0, 4.0, 169.0, 0.704166666666667, 8.0, 10.0]","[1.04037, 0.628815, 0.65420026155, 1447.48]"
203,GOBGAG_clean,17.26438,3.23418070099848,5.3381,1.05121,0.621382,0.65320297222,1443.0,40.0,24.0,16.0,16.0,0.0,0.0,0.0,4.0,169.0,0.704166666666667,10.0,8.0,0.0219442503,0.002019741729511,0,1,"[17.26438, 5.3381, 3.23418070099848]","[17.26438, 5.3381, 3.23418070099848, 1.05121, 0.621382, 0.65320297222, 1443.0]","[17.26438, 5.3381, 3.23418070099848, 1.05121, 0.621382, 0.65320297222, 1443.0, 40.0, 24.0, 16.0, 16.0, 0.0, 0.0, 0.0, 4.0]","[17.26438, 5.3381, 3.23418070099848, 1.05121, 0.621382, 0.65320297222, 1443.0, 40.0, 24.0, 16.0, 16.0, 0.0, 0.0, 0.0, 4.0, 169.0, 0.704166666666667, 8.0, 10.0]","[1.05121, 0.621382, 0.65320297222, 1443.0]"
204,GOMFOF_clean,14.8276,1.00387668801124,14.77034,0.887088,0.699818,0.620800149984,1444.16,48.3516483516484,26.3736263736264,13.1868131868132,4.3956043956044,0.0,0.0,4.3956043956044,3.2967032967033,257.0,0.730113636363636,6.81818181818182,8.0,0.0268441949,0.0017812795258082,0,1,"[14.8276, 14.77034, 1.00387668801124]","[14.8276, 14.77034, 1.00387668801124, 0.887088, 0.699818, 0.620800149984, 1444.16]","[14.8276, 14.77034, 1.00387668801124, 0.887088, 0.699818, 0.620800149984, 1444.16, 48.3516483516484, 26.3736263736264, 13.1868131868132, 4.3956043956044, 0.0, 0.0, 4.3956043956044, 3.2967032967033]","[14.8276, 14.77034, 1.00387668801124, 0.887088, 0.699818, 0.620800149984, 1444.16, 48.3516483516484, 26.3736263736264, 13.1868131868132, 4.3956043956044, 0.0, 0.0, 4.3956043956044, 3.2967032967033, 257.0, 0.730113636363636, 8.0, 6.81818181818182]","[0.887088, 0.699818, 0.620800149984, 1444.16]"
205,GOSBOH_clean,10.37122,1.15823129737915,8.95436,0.787001,0.845489,0.665400688489,2047.69,29.7872340425532,42.5531914893617,0.0,25.531914893617,0.0,0.0,0.0,2.12765957446809,13.0,0.30952380952381,7.14285714285714,0.0,0.029196129,0.001472428760325,0,1,"[10.37122, 8.95436, 1.15823129737915]","[10.37122, 8.95436, 1.15823129737915, 0.787001, 0.845489, 0.665400688489, 2047.69]","[10.37122, 8.95436, 1.15823129737915, 0.787001, 0.845489, 0.665400688489, 2047.69, 29.7872340425532, 42.5531914893617, 0.0, 25.531914893617, 0.0, 0.0, 0.0, 2.12765957446809]","[10.37122, 8.95436, 1.15823129737915, 0.787001, 0.845489, 0.665400688489, 2047.69, 29.7872340425532, 42.5531914893617, 0.0, 25.531914893617, 0.0, 0.0, 0.0, 2.12765957446809, 13.0, 0.30952380952381, 0.0, 7.14285714285714]","[0.787001, 0.845489, 0.665400688489, 2047.69]"
206,GULWEQ_clean,15.98104,2.12512981996082,7.52003,0.734572,1.03652,0.76139856944,2394.29,38.2978723404255,25.531914893617,0.0,31.9148936170213,0.0,0.0,0.0,4.25531914893617,577.0,0.667824074074074,11.1111111111111,0.0,0.0414821362,0.0011859821936342,1,0,"[15.98104, 7.52003, 2.12512981996082]","[15.98104, 7.52003, 2.12512981996082, 0.734572, 1.03652, 0.76139856944, 2394.29]","[15.98104, 7.52003, 2.12512981996082, 0.734572, 1.03652, 0.76139856944, 2394.29, 38.2978723404255, 25.531914893617, 0.0, 31.9148936170213, 0.0, 0.0, 0.0, 4.25531914893617]","[15.98104, 7.52003, 2.12512981996082, 0.734572, 1.03652, 0.76139856944, 2394.29, 38.2978723404255, 25.531914893617, 0.0, 31.9148936170213, 0.0, 0.0, 0.0, 4.25531914893617, 577.0, 0.667824074074074, 0.0, 11.1111111111111]","[0.734572, 1.03652, 0.76139856944, 2394.29]"
207,GUPBEZ02_clean,23.87093,2.20053393363994,10.84779,0.911245,0.880553,0.802399518485,1789.58,24.6153846153846,49.2307692307692,0.0,8.71794871794872,8.71794871794872,0.0,0.0,8.71794871794872,1.0,0.0026041666666666,35.4166666666667,0.0,0.0337125341,0.0024077035733365,0,1,"[23.87093, 10.84779, 2.20053393363994]","[23.87093, 10.84779, 2.20053393363994, 0.911245, 0.880553, 0.802399518485, 1789.58]","[23.87093, 10.84779, 2.20053393363994, 0.911245, 0.880553, 0.802399518485, 1789.58, 24.6153846153846, 49.2307692307692, 0.0, 8.71794871794872, 8.71794871794872, 0.0, 0.0, 8.71794871794872]","[23.87093, 10.84779, 2.20053393363994, 0.911245, 0.880553, 0.802399518485, 1789.58, 24.6153846153846, 49.2307692307692, 0.0, 8.71794871794872, 8.71794871794872, 0.0, 0.0, 8.71794871794872, 1.0, 0.0026041666666666, 0.0, 35.4166666666667]","[0.911245, 0.880553, 0.802399518485, 1789.58]"
208,GUPCAW_clean,13.64672,1.58151145393798,8.62891,0.814725,0.911474,0.74260065465,2293.83,38.4615384615385,35.8974358974359,0.0,20.5128205128205,0.0,0.0,0.0,5.12820512820513,65.0,0.541666666666667,13.3333333333333,0.0,0.0322502527,0.0017882027392927,0,1,"[13.64672, 8.62891, 1.58151145393798]","[13.64672, 8.62891, 1.58151145393798, 0.814725, 0.911474, 0.74260065465, 2293.83]","[13.64672, 8.62891, 1.58151145393798, 0.814725, 0.911474, 0.74260065465, 2293.83, 38.4615384615385, 35.8974358974359, 0.0, 20.5128205128205, 0.0, 0.0, 0.0, 5.12820512820513]","[13.64672, 8.62891, 1.58151145393798, 0.814725, 0.911474, 0.74260065465, 2293.83, 38.4615384615385, 35.8974358974359, 0.0, 20.5128205128205, 0.0, 0.0, 0.0, 5.12820512820513, 65.0, 0.541666666666667, 0.0, 13.3333333333333]","[0.814725, 0.911474, 0.74260065465, 2293.83]"
209,GUPDEB_clean,20.68684,2.70279832659599,7.65386,0.945467,0.761105,0.719599661035,1638.15,28.5714285714286,19.047619047619,19.047619047619,28.5714285714286,0.0,0.0,0.0,4.76190476190476,97.0,0.673611111111111,16.6666666666667,8.0,0.0276391186,0.0019119546930121,0,1,"[20.68684, 7.65386, 2.70279832659599]","[20.68684, 7.65386, 2.70279832659599, 0.945467, 0.761105, 0.719599661035, 1638.15]","[20.68684, 7.65386, 2.70279832659599, 0.945467, 0.761105, 0.719599661035, 1638.15, 28.5714285714286, 19.047619047619, 19.047619047619, 28.5714285714286, 0.0, 0.0, 0.0, 4.76190476190476]","[20.68684, 7.65386, 2.70279832659599, 0.945467, 0.761105, 0.719599661035, 1638.15, 28.5714285714286, 19.047619047619, 19.047619047619, 28.5714285714286, 0.0, 0.0, 0.0, 4.76190476190476, 97.0, 0.673611111111111, 8.0, 16.6666666666667]","[0.945467, 0.761105, 0.719599661035, 1638.15]"
210,GURPIT_clean,9.17432,1.1875758066082,7.72525,0.709696,1.08948,0.77319959808,3332.74,30.0,0.0,60.0,0.0,0.0,0.0,0.0,10.0,49.0,1.02083333333333,33.3333333333333,12.0,0.0411677006,0.0013266461881445,1,0,"[9.17432, 7.72525, 1.1875758066082]","[9.17432, 7.72525, 1.1875758066082, 0.709696, 1.08948, 0.77319959808, 3332.74]","[9.17432, 7.72525, 1.1875758066082, 0.709696, 1.08948, 0.77319959808, 3332.74, 30.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 10.0]","[9.17432, 7.72525, 1.1875758066082, 0.709696, 1.08948, 0.77319959808, 3332.74, 30.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 10.0, 49.0, 1.02083333333333, 12.0, 33.3333333333333]","[0.709696, 1.08948, 0.77319959808, 3332.74]"
211,GURPUF_clean,9.46604,1.125406302534,8.41122,0.69659,1.13266,0.7889996294,3384.04,30.0,0.0,60.0,0.0,0.0,0.0,0.0,10.0,49.0,1.02083333333333,33.3333333333333,12.0,0.0424180089,0.0019576683947084,1,1,"[9.46604, 8.41122, 1.125406302534]","[9.46604, 8.41122, 1.125406302534, 0.69659, 1.13266, 0.7889996294, 3384.04]","[9.46604, 8.41122, 1.125406302534, 0.69659, 1.13266, 0.7889996294, 3384.04, 30.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 10.0]","[9.46604, 8.41122, 1.125406302534, 0.69659, 1.13266, 0.7889996294, 3384.04, 30.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 10.0, 49.0, 1.02083333333333, 12.0, 33.3333333333333]","[0.69659, 1.13266, 0.7889996294, 3384.04]"
212,GUVZII_clean,11.49557,1.07181304106626,10.72535,1.14498,0.559135,0.6401983923,1351.26,44.4444444444444,11.1111111111111,33.3333333333333,0.0,0.0,0.0,0.0,11.1111111111111,64.0,0.888888888888889,25.0,6.0,0.0239101817,0.0020194387771521,0,1,"[11.49557, 10.72535, 1.07181304106626]","[11.49557, 10.72535, 1.07181304106626, 1.14498, 0.559135, 0.6401983923, 1351.26]","[11.49557, 10.72535, 1.07181304106626, 1.14498, 0.559135, 0.6401983923, 1351.26, 44.4444444444444, 11.1111111111111, 33.3333333333333, 0.0, 0.0, 0.0, 0.0, 11.1111111111111]","[11.49557, 10.72535, 1.07181304106626, 1.14498, 0.559135, 0.6401983923, 1351.26, 44.4444444444444, 11.1111111111111, 33.3333333333333, 0.0, 0.0, 0.0, 0.0, 11.1111111111111, 64.0, 0.888888888888889, 6.0, 25.0]","[1.14498, 0.559135, 0.6401983923, 1351.26]"
213,HABQUY_clean,25.71531,2.12728919699213,12.0883,0.289452,3.01881,0.87380059212,5688.62,60.6060606060606,24.2424242424242,12.1212121212121,0.0,0.0,0.0,0.0,3.03030303030303,385.0,0.802083333333333,5.0,8.0,0.1268719294,0.0037092713822629,1,1,"[25.71531, 12.0883, 2.12728919699213]","[25.71531, 12.0883, 2.12728919699213, 0.289452, 3.01881, 0.87380059212, 5688.62]","[25.71531, 12.0883, 2.12728919699213, 0.289452, 3.01881, 0.87380059212, 5688.62, 60.6060606060606, 24.2424242424242, 12.1212121212121, 0.0, 0.0, 0.0, 0.0, 3.03030303030303]","[25.71531, 12.0883, 2.12728919699213, 0.289452, 3.01881, 0.87380059212, 5688.62, 60.6060606060606, 24.2424242424242, 12.1212121212121, 0.0, 0.0, 0.0, 0.0, 3.03030303030303, 385.0, 0.802083333333333, 8.0, 5.0]","[0.289452, 3.01881, 0.87380059212, 5688.62]"
214,HABREJ_clean,7.22153,1.31290997018399,5.5004,0.929467,0.682757,0.634600100519,1942.84,38.9830508474576,32.2033898305085,6.77966101694915,16.9491525423729,0.0,1.69491525423729,0.0,3.38983050847458,109.0,0.592391304347826,8.69565217391304,4.0,0.0255293996,0.0004114249521143,0,0,"[7.22153, 5.5004, 1.31290997018399]","[7.22153, 5.5004, 1.31290997018399, 0.929467, 0.682757, 0.634600100519, 1942.84]","[7.22153, 5.5004, 1.31290997018399, 0.929467, 0.682757, 0.634600100519, 1942.84, 38.9830508474576, 32.2033898305085, 6.77966101694915, 16.9491525423729, 0.0, 1.69491525423729, 0.0, 3.38983050847458]","[7.22153, 5.5004, 1.31290997018399, 0.929467, 0.682757, 0.634600100519, 1942.84, 38.9830508474576, 32.2033898305085, 6.77966101694915, 16.9491525423729, 0.0, 1.69491525423729, 0.0, 3.38983050847458, 109.0, 0.592391304347826, 4.0, 8.69565217391304]","[0.929467, 0.682757, 0.634600100519, 1942.84]"
215,HANKUE_clean,11.04769,1.59191828077223,6.93986,1.01875,0.705177,0.71839906875,2371.86,54.3103448275862,0.0,37.9310344827586,0.0,0.0,0.0,0.0,7.75862068965517,2017.0,1.00049603174603,14.2857142857143,9.77777777777778,0.0293794196,0.0017643130830019,0,1,"[11.04769, 6.93986, 1.59191828077223]","[11.04769, 6.93986, 1.59191828077223, 1.01875, 0.705177, 0.71839906875, 2371.86]","[11.04769, 6.93986, 1.59191828077223, 1.01875, 0.705177, 0.71839906875, 2371.86, 54.3103448275862, 0.0, 37.9310344827586, 0.0, 0.0, 0.0, 0.0, 7.75862068965517]","[11.04769, 6.93986, 1.59191828077223, 1.01875, 0.705177, 0.71839906875, 2371.86, 54.3103448275862, 0.0, 37.9310344827586, 0.0, 0.0, 0.0, 0.0, 7.75862068965517, 2017.0, 1.00049603174603, 9.77777777777778, 14.2857142857143]","[1.01875, 0.705177, 0.71839906875, 2371.86]"
216,HAPBAE_clean,7.19899,1.59357125148311,4.51752,1.177,0.510961,0.601401097,1431.79,32.4324324324324,38.7387387387387,16.2162162162162,1.8018018018018,1.8018018018018,0.0,1.8018018018018,7.20720720720721,59.0,0.409722222222222,22.2222222222222,4.5,0.0169148171,0.0003305559689553,0,0,"[7.19899, 4.51752, 1.59357125148311]","[7.19899, 4.51752, 1.59357125148311, 1.177, 0.510961, 0.601401097, 1431.79]","[7.19899, 4.51752, 1.59357125148311, 1.177, 0.510961, 0.601401097, 1431.79, 32.4324324324324, 38.7387387387387, 16.2162162162162, 1.8018018018018, 1.8018018018018, 0.0, 1.8018018018018, 7.20720720720721]","[7.19899, 4.51752, 1.59357125148311, 1.177, 0.510961, 0.601401097, 1431.79, 32.4324324324324, 38.7387387387387, 16.2162162162162, 1.8018018018018, 1.8018018018018, 0.0, 1.8018018018018, 7.20720720720721, 59.0, 0.409722222222222, 4.5, 22.2222222222222]","[1.177, 0.510961, 0.601401097, 1431.79]"
217,HAPBEI_clean,7.40345,1.63914626991244,4.51665,1.1831,0.504945,0.5974004295,1390.68,30.6306306306306,38.7387387387387,16.2162162162162,3.6036036036036,1.8018018018018,0.0,1.8018018018018,7.20720720720721,51.0,0.375,23.5294117647059,4.5,0.0171900727,0.0007621621793771,0,0,"[7.40345, 4.51665, 1.63914626991244]","[7.40345, 4.51665, 1.63914626991244, 1.1831, 0.504945, 0.5974004295, 1390.68]","[7.40345, 4.51665, 1.63914626991244, 1.1831, 0.504945, 0.5974004295, 1390.68, 30.6306306306306, 38.7387387387387, 16.2162162162162, 3.6036036036036, 1.8018018018018, 0.0, 1.8018018018018, 7.20720720720721]","[7.40345, 4.51665, 1.63914626991244, 1.1831, 0.504945, 0.5974004295, 1390.68, 30.6306306306306, 38.7387387387387, 16.2162162162162, 3.6036036036036, 1.8018018018018, 0.0, 1.8018018018018, 7.20720720720721, 51.0, 0.375, 4.5, 23.5294117647059]","[1.1831, 0.504945, 0.5974004295, 1390.68]"
218,HAPBIM_clean,7.3635,1.80749064773631,4.07388,1.22764,0.496238,0.60920161832,1275.62,41.304347826087,21.7391304347826,19.5652173913043,2.89855072463768,2.89855072463768,0.0,2.17391304347826,9.42028985507246,505.0,0.738304093567251,22.8070175438596,4.15384615384615,0.0157037932,0.0004330144099017,0,0,"[7.3635, 4.07388, 1.80749064773631]","[7.3635, 4.07388, 1.80749064773631, 1.22764, 0.496238, 0.60920161832, 1275.62]","[7.3635, 4.07388, 1.80749064773631, 1.22764, 0.496238, 0.60920161832, 1275.62, 41.304347826087, 21.7391304347826, 19.5652173913043, 2.89855072463768, 2.89855072463768, 0.0, 2.17391304347826, 9.42028985507246]","[7.3635, 4.07388, 1.80749064773631, 1.22764, 0.496238, 0.60920161832, 1275.62, 41.304347826087, 21.7391304347826, 19.5652173913043, 2.89855072463768, 2.89855072463768, 0.0, 2.17391304347826, 9.42028985507246, 505.0, 0.738304093567251, 4.15384615384615, 22.8070175438596]","[1.22764, 0.496238, 0.60920161832, 1275.62]"
219,HAPNEU_clean,7.1275,1.59099888613336,4.47989,1.12613,0.5328,0.600002064,1574.85,32.4324324324324,38.7387387387387,16.2162162162162,1.8018018018018,1.8018018018018,0.0,1.8018018018018,7.20720720720721,59.0,0.409722222222222,22.2222222222222,4.5,0.0176111379,0.0006086180205619,0,0,"[7.1275, 4.47989, 1.59099888613336]","[7.1275, 4.47989, 1.59099888613336, 1.12613, 0.5328, 0.600002064, 1574.85]","[7.1275, 4.47989, 1.59099888613336, 1.12613, 0.5328, 0.600002064, 1574.85, 32.4324324324324, 38.7387387387387, 16.2162162162162, 1.8018018018018, 1.8018018018018, 0.0, 1.8018018018018, 7.20720720720721]","[7.1275, 4.47989, 1.59099888613336, 1.12613, 0.5328, 0.600002064, 1574.85, 32.4324324324324, 38.7387387387387, 16.2162162162162, 1.8018018018018, 1.8018018018018, 0.0, 1.8018018018018, 7.20720720720721, 59.0, 0.409722222222222, 4.5, 22.2222222222222]","[1.12613, 0.5328, 0.600002064, 1574.85]"
220,HEHCOO_clean,9.66574,1.23185683261794,7.84648,0.868335,0.764912,0.66419986152,2177.92,46.5753424657534,30.1369863013699,5.47945205479452,13.6986301369863,1.36986301369863,0.0,0.0,2.73972602739726,139.0,0.681372549019608,5.88235294117647,4.0,0.0278565301,0.0010938256736053,0,0,"[9.66574, 7.84648, 1.23185683261794]","[9.66574, 7.84648, 1.23185683261794, 0.868335, 0.764912, 0.66419986152, 2177.92]","[9.66574, 7.84648, 1.23185683261794, 0.868335, 0.764912, 0.66419986152, 2177.92, 46.5753424657534, 30.1369863013699, 5.47945205479452, 13.6986301369863, 1.36986301369863, 0.0, 0.0, 2.73972602739726]","[9.66574, 7.84648, 1.23185683261794, 0.868335, 0.764912, 0.66419986152, 2177.92, 46.5753424657534, 30.1369863013699, 5.47945205479452, 13.6986301369863, 1.36986301369863, 0.0, 0.0, 2.73972602739726, 139.0, 0.681372549019608, 4.0, 5.88235294117647]","[0.868335, 0.764912, 0.66419986152, 2177.92]"
221,HELDOT_clean,9.05788,1.07755065138074,8.40599,0.706681,0.994508,0.702799907948,2978.73,54.5454545454545,30.3030303030303,12.1212121212121,0.0,0.0,0.0,0.0,3.03030303030303,118.0,0.728395061728395,5.55555555555556,8.0,0.0418034699,0.0019906921201175,1,1,"[9.05788, 8.40599, 1.07755065138074]","[9.05788, 8.40599, 1.07755065138074, 0.706681, 0.994508, 0.702799907948, 2978.73]","[9.05788, 8.40599, 1.07755065138074, 0.706681, 0.994508, 0.702799907948, 2978.73, 54.5454545454545, 30.3030303030303, 12.1212121212121, 0.0, 0.0, 0.0, 0.0, 3.03030303030303]","[9.05788, 8.40599, 1.07755065138074, 0.706681, 0.994508, 0.702799907948, 2978.73, 54.5454545454545, 30.3030303030303, 12.1212121212121, 0.0, 0.0, 0.0, 0.0, 3.03030303030303, 118.0, 0.728395061728395, 8.0, 5.55555555555556]","[0.706681, 0.994508, 0.702799907948, 2978.73]"
222,HIYBUN_clean,10.15365,1.03435050349159,9.81645,1.11827,0.580004,0.64860107308,1388.51,44.4444444444444,29.6296296296296,0.0,14.8148148148148,7.40740740740741,0.0,0.0,3.7037037037037,49.0,0.680555555555556,8.33333333333333,0.0,0.0194713953,0.0015500741497623,0,1,"[10.15365, 9.81645, 1.03435050349159]","[10.15365, 9.81645, 1.03435050349159, 1.11827, 0.580004, 0.64860107308, 1388.51]","[10.15365, 9.81645, 1.03435050349159, 1.11827, 0.580004, 0.64860107308, 1388.51, 44.4444444444444, 29.6296296296296, 0.0, 14.8148148148148, 7.40740740740741, 0.0, 0.0, 3.7037037037037]","[10.15365, 9.81645, 1.03435050349159, 1.11827, 0.580004, 0.64860107308, 1388.51, 44.4444444444444, 29.6296296296296, 0.0, 14.8148148148148, 7.40740740740741, 0.0, 0.0, 3.7037037037037, 49.0, 0.680555555555556, 0.0, 8.33333333333333]","[1.11827, 0.580004, 0.64860107308, 1388.51]"
223,HIYGIH_clean,17.06952,2.56134111810861,6.66429,0.730619,1.01613,0.74240388447,2955.01,44.7761194029851,17.910447761194,17.910447761194,14.9253731343284,0.0,0.0,0.0,4.47761194029851,193.0,0.804166666666667,10.0,8.0,0.043764435,0.0014549022032345,1,1,"[17.06952, 6.66429, 2.56134111810861]","[17.06952, 6.66429, 2.56134111810861, 0.730619, 1.01613, 0.74240388447, 2955.01]","[17.06952, 6.66429, 2.56134111810861, 0.730619, 1.01613, 0.74240388447, 2955.01, 44.7761194029851, 17.910447761194, 17.910447761194, 14.9253731343284, 0.0, 0.0, 0.0, 4.47761194029851]","[17.06952, 6.66429, 2.56134111810861, 0.730619, 1.01613, 0.74240388447, 2955.01, 44.7761194029851, 17.910447761194, 17.910447761194, 14.9253731343284, 0.0, 0.0, 0.0, 4.47761194029851, 193.0, 0.804166666666667, 8.0, 10.0]","[0.730619, 1.01613, 0.74240388447, 2955.01]"
224,HOHMEX_manual,18.78417,1.26114299448926,14.89456,0.315898,2.77178,0.87559975844,4996.42,51.2820512820513,30.7692307692308,12.8205128205128,2.56410256410256,0.0,0.0,0.0,2.56410256410256,113.0,0.70625,5.0,10.0,0.1113452462,0.0033418632708912,1,1,"[18.78417, 14.89456, 1.26114299448926]","[18.78417, 14.89456, 1.26114299448926, 0.315898, 2.77178, 0.87559975844, 4996.42]","[18.78417, 14.89456, 1.26114299448926, 0.315898, 2.77178, 0.87559975844, 4996.42, 51.2820512820513, 30.7692307692308, 12.8205128205128, 2.56410256410256, 0.0, 0.0, 0.0, 2.56410256410256]","[18.78417, 14.89456, 1.26114299448926, 0.315898, 2.77178, 0.87559975844, 4996.42, 51.2820512820513, 30.7692307692308, 12.8205128205128, 2.56410256410256, 0.0, 0.0, 0.0, 2.56410256410256, 113.0, 0.70625, 10.0, 5.0]","[0.315898, 2.77178, 0.87559975844, 4996.42]"
225,HOVQAM_clean,8.83543,1.80510512412431,4.89469,0.624336,1.12119,0.69999927984,4918.23,53.1645569620253,37.9746835443038,0.0,7.59493670886076,0.0,0.0,0.0,1.26582278481013,109.0,0.648809523809524,2.38095238095238,0.0,0.0490703305,0.0014188717653911,1,1,"[8.83543, 4.89469, 1.80510512412431]","[8.83543, 4.89469, 1.80510512412431, 0.624336, 1.12119, 0.69999927984, 4918.23]","[8.83543, 4.89469, 1.80510512412431, 0.624336, 1.12119, 0.69999927984, 4918.23, 53.1645569620253, 37.9746835443038, 0.0, 7.59493670886076, 0.0, 0.0, 0.0, 1.26582278481013]","[8.83543, 4.89469, 1.80510512412431, 0.624336, 1.12119, 0.69999927984, 4918.23, 53.1645569620253, 37.9746835443038, 0.0, 7.59493670886076, 0.0, 0.0, 0.0, 1.26582278481013, 109.0, 0.648809523809524, 0.0, 2.38095238095238]","[0.624336, 1.12119, 0.69999927984, 4918.23]"
226,HOWSET_clean,7.27272,1.80344584742653,4.03268,1.23503,0.463147,0.57200043941,1333.89,44.6540880503145,25.1572327044025,22.6415094339623,2.51572327044025,0.0,0.0,0.0,5.0314465408805,205.0,0.721830985915493,11.2676056338028,9.0,0.0174866707,0.0008642873315919,0,0,"[7.27272, 4.03268, 1.80344584742653]","[7.27272, 4.03268, 1.80344584742653, 1.23503, 0.463147, 0.57200043941, 1333.89]","[7.27272, 4.03268, 1.80344584742653, 1.23503, 0.463147, 0.57200043941, 1333.89, 44.6540880503145, 25.1572327044025, 22.6415094339623, 2.51572327044025, 0.0, 0.0, 0.0, 5.0314465408805]","[7.27272, 4.03268, 1.80344584742653, 1.23503, 0.463147, 0.57200043941, 1333.89, 44.6540880503145, 25.1572327044025, 22.6415094339623, 2.51572327044025, 0.0, 0.0, 0.0, 5.0314465408805, 205.0, 0.721830985915493, 9.0, 11.2676056338028]","[1.23503, 0.463147, 0.57200043941, 1333.89]"
227,HOWSIX_clean,7.29706,1.82078275298492,4.00765,1.2292,0.467785,0.575001322,1332.99,44.6540880503145,25.1572327044025,22.6415094339623,2.51572327044025,0.0,0.0,0.0,5.0314465408805,205.0,0.721830985915493,11.2676056338028,9.0,0.0176949918,0.0005579475885419,0,0,"[7.29706, 4.00765, 1.82078275298492]","[7.29706, 4.00765, 1.82078275298492, 1.2292, 0.467785, 0.575001322, 1332.99]","[7.29706, 4.00765, 1.82078275298492, 1.2292, 0.467785, 0.575001322, 1332.99, 44.6540880503145, 25.1572327044025, 22.6415094339623, 2.51572327044025, 0.0, 0.0, 0.0, 5.0314465408805]","[7.29706, 4.00765, 1.82078275298492, 1.2292, 0.467785, 0.575001322, 1332.99, 44.6540880503145, 25.1572327044025, 22.6415094339623, 2.51572327044025, 0.0, 0.0, 0.0, 5.0314465408805, 205.0, 0.721830985915493, 9.0, 11.2676056338028]","[1.2292, 0.467785, 0.575001322, 1332.99]"
228,HOZTOG_clean,8.69843,1.35626457857775,6.41352,1.38534,0.463424,0.64199980416,1267.75,33.6842105263158,25.2631578947368,0.0,25.2631578947368,4.21052631578947,0.0,4.21052631578947,7.36842105263158,121.0,0.630208333333333,21.875,0.0,0.0171035077,0.0012928291181745,0,0,"[8.69843, 6.41352, 1.35626457857775]","[8.69843, 6.41352, 1.35626457857775, 1.38534, 0.463424, 0.64199980416, 1267.75]","[8.69843, 6.41352, 1.35626457857775, 1.38534, 0.463424, 0.64199980416, 1267.75, 33.6842105263158, 25.2631578947368, 0.0, 25.2631578947368, 4.21052631578947, 0.0, 4.21052631578947, 7.36842105263158]","[8.69843, 6.41352, 1.35626457857775, 1.38534, 0.463424, 0.64199980416, 1267.75, 33.6842105263158, 25.2631578947368, 0.0, 25.2631578947368, 4.21052631578947, 0.0, 4.21052631578947, 7.36842105263158, 121.0, 0.630208333333333, 0.0, 21.875]","[1.38534, 0.463424, 0.64199980416, 1267.75]"
