,SMILES,Free energy of activation (kcal/mol),E_bin
737,c1cc(C(F)(F)F)ccc1c2nnc(C(F)(F)F)nn2,10.906733928928857,0
738,c1cc(N)ccc1c2nnc(CF)nn2,15.328162342966127,1
739,c1cc(N)ccc1c2nnc(C(C)=C)nn2,17.097110213994352,1
740,n1cccnc1c2nnc(c1ccncc1)nn2,12.049427817968752,0
741,Nc2nnc(CC)nn2,22.609149270024663,1
742,c1sccc1c2nnc(c1c(O)cccc1)nn2,14.758384171049228,1
743,NC(=O)c2nnc(F)nn2,10.74671913397616,0
744,c1cc(C(=O)N)ccc1c2nnc(N(=O)=O)nn2,8.107416280076523,0
745,O=N(=O)c2nnc(c1ncccc1)nn2,7.165525271029025,0
746,c1cc(NC(=O)C)ccc1c2nnc(c1ccc(O)cc1)nn2,15.799421602060423,1
747,FC(F)(F)c2nnc(c1cc(O)ccc1)nn2,11.755753605996814,0
748,CC(=O)Nc2nnc(C=C)nn2,15.270431514969204,1
749,c1(NC)ccccc1c2nnc(c1ccc(N(=O)=O)cc1)nn2,14.81611499890347,1
750,CNc2nnc(F)nn2,18.219723815049274,1
751,c1c(O)cccc1c2nnc(c1ncncn1)nn2,12.096490993063949,0
752,NC(=O)c2nnc(c1cc(O)ccc1)nn2,11.98291186399401,0
753,FCc2nnc(c1ccncc1)nn2,12.634266206061646,0
754,c1cc(OC)ccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2,15.85087734007319,1
755,COc2nnc(c1c(O)cccc1)nn2,16.136393934994384,1
756,c1cc(N)ccc1c2nnc(c1sccc1)nn2,17.227004577094437,1
757,c1c(O)cccc1c2nnc(c1ccccc1)nn2,14.651080131963448,1
758,OC(=O)CCc2nnc(N(=O)=O)nn2,9.9792756269876,0
759,C=Cc2nnc(Br)nn2,14.647315077972952,1
760,O=N(=O)c2nnc(CF)nn2,7.94363643099065,0
761,CC(=O)c2nnc(C(C)=C)nn2,12.390165204964548,0
762,FC(F)(F)c2nnc(c1ncncc1)nn2,9.163513926978354,0
763,CNc2nnc(C)nn2,22.098356943994517,1
764,COc2nnc(OC)nn2,18.0753967450213,1
765,c1cc(O)ccc1c2nnc(c1ncncc1)nn2,13.500228626015486,0
766,NC(=O)c2nnc(c1occc1)nn2,12.326159286983469,0
767,CC(=C)c2nnc(N)nn2,22.34057541798936,1
768,c1ccccc1C#Cc2nnc(Cl)nn2,13.9633302679877,0
769,c1cc(OC)ccc1c2nnc(NC)nn2,21.471475453079105,1
770,CC(=O)Nc2nnc(c1ccccc1)nn2,14.398194005102546,1
771,CC(=O)c2nnc(C(F)(F)F)nn2,8.429328397048506,0
772,FCc2nnc(N)nn2,20.140528864015128,1
773,CSc2nnc(c1ccccc1)nn2,16.554942438007743,1
774,c1ncncc1c2nncnn2,13.122468208041829,0
775,c1cc(C(=O)OC)ccc1c2nnc(C(F)F)nn2,11.67166740006643,0
776,c1ncncc1c2nnc(c1ncccn1)nn2,11.985421899987672,0
777,c1cc(C(=O)[O-])ccc1c2nnc(C(=O)N)nn2,12.267173440989714,0
778,C=Cc2nnc(C#C)nn2,14.858785611009758,1
779,c1cc(C(=O)O)ccc1c2nncnn2,13.61318024594433,0
780,c1(NC)ccccc1c2nnc(C#Cc1ccccc1)nn2,15.32063223505648,1
781,COc2nnc(F)nn2,15.030723077003694,1
782,c1ccccc1/C=C/c2nnc(C#Cc1ccccc1)nn2,15.98014419403218,1
783,s1cccc1c2nnc(C#C)nn2,14.91212387601777,1
784,c1cc(N(=O)=O)ccc1c2nnc(c1occc1)nn2,14.192371053051485,0
785,c1cnccc1c2nnc(c1ccccc1)nn2,13.827788324044551,0
786,c1cc([O-])ccc1c2nnc(C(=O)C)nn2,17.353761395059767,1
787,c1(NC)ccccc1c2nnc(c1ccc(O)cc1)nn2,16.20228237997071,1
788,FC(F)c2nnc(C(C)(C)C)nn2,16.883129645035226,1
789,c1cc(C(=O)N)ccc1c2nnc(C(F)(F)F)nn2,11.130754642005314,0
790,c1cc(N)ccc1c2nnc(c1ncccn1)nn2,15.309964582012071,1
791,c1cc(C(=O)[O-])ccc1c2nnc(C(=O)OC)nn2,11.611426536075848,0
792,c1(NC)ccccc1c2nnc(c1ccc(C(=O)N)cc1)nn2,15.049548346956165,1
793,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(OC)cc1)nn2,15.114809283005416,1
794,Cc2nnc(C)nn2,17.887144045032883,1
795,o1cccc1c2nnc(c1cnccc1)nn2,14.81799752597006,1
796,c1cc(C(=O)O)ccc1c2nnc(SC)nn2,16.334059269994704,1
797,c1cc(C(=O)OC)ccc1c2nnc(I)nn2,14.536873493966434,1
798,s1cccc1c2nnc(I)nn2,15.833307087974871,1
799,CC(=O)Nc2nnc(c1ccc(C(F)(F)F)cc1)nn2,13.926307237009835,0
800,c1sccc1c2nnc(c1cc(O)ccc1)nn2,15.0821788150878,1
801,c1cc(OC)ccc1c2nnc(C(=O)N)nn2,12.875857170951065,0
802,n1cncnc1c2nnc(Br)nn2,11.698650286926966,0
803,FCc2nnc(c1ncncn1)nn2,11.43823405201374,0
804,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2,14.09573466701011,0
805,COc2nnc(c1cncnc1)nn2,15.68082240100316,1
806,COC(=O)c2nnc(c1ncncc1)nn2,8.915020363035024,0
807,c1ccccc1C#Cc2nnc(NC)nn2,21.487790687037915,1
808,O=N(=O)c2nnc(c1ccc(NC(=O)C)cc1)nn2,9.410752472996192,0
809,c1cc([O-])ccc1c2nnc(c1ncccn1)nn2,17.594724851022107,1
810,Nc2nncnn2,20.311211312012237,1
811,c1cc(C(=O)N)ccc1c2nnc(c1cocc1)nn2,15.014407842973547,1
812,c1sccc1c2nnc(C)nn2,16.527332042077454,1
813,CC(=C)c2nnc(c1ncccc1)nn2,13.557331945013994,0
814,COC(=C)c2nncnn2,12.525707149014703,0
815,c1cc(C(=O)[O-])ccc1c2nnc(NC(=O)C)nn2,13.337703794926446,0
816,COc2nncnn2,16.438225764017066,1
817,c1cc(O)ccc1c2nnc(N(C)C)nn2,22.369440831952147,1
818,CC(=C)c2nnc(c1ncncc1)nn2,12.910370166006606,0
819,CC(=O)c2nnc(C(OC)=C)nn2,10.385273949961306,0
820,c1cc(N)ccc1c2nnc(c1cc(O)ccc1)nn2,16.507879262983888,1
821,CC(=C)c2nnc(C)nn2,16.364179701989997,1
822,CNc2nnc(c1ccccc1)nn2,20.68018660400807,1
823,c1ccncc1c2nnc(c1cnccc1)nn2,14.056829109108335,0
824,CC(C)c2nnc(C)nn2,17.675046003033334,1
825,c1(NC)ccccc1c2nnc(C(=O)N)nn2,12.788633420028605,0
826,n1cncnc1c2nnc(c1cnccc1)nn2,11.822897068969972,0
827,COc2nnc(C(F)F)nn2,14.760894206971551,1
828,c1ccccc1/C=C/c2nnc(I)nn2,16.21232252408804,1
829,COC(=O)c2nnc(CF)nn2,10.36582117101042,0
830,c1c(O)cccc1c2nnc(c1c(O)cccc1)nn2,14.346110758020023,0
831,c1cc(C(=O)N)ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2,13.440615271094655,0
832,c1ncncc1c2nnc(Br)nn2,13.276835422008784,0
833,o1cccc1c2nnc(c1occc1)nn2,15.234035992989757,1
834,O=N(=O)c2nnc(c1ncncc1)nn2,6.472755334994613,0
835,O=N(=O)c2nnc(/C=C/c1ccccc1)nn2,9.999983423935316,0
836,c1cc(C(=O)[O-])ccc1c2nnc(C=C)nn2,15.820756908077897,1
837,c1cc(N(=O)=O)ccc1c2nnc(N(=O)=O)nn2,7.686985249996576,0
838,O=N(=O)c2nnc(c1cocc1)nn2,9.097625481930688,0
839,c1occc1c2nnc(c1cocc1)nn2,16.064857909032316,1
840,CC(=O)Nc2nnc(c1ccncc1)nn2,13.53474162099969,0
841,c1cc([O-])ccc1c2nnc(c1cc(O)ccc1)nn2,18.30318251201691,1
842,COC(=O)c2nnc(I)nn2,11.506632532983728,0
843,FC(F)(F)c2nnc(c1c(O)cccc1)nn2,11.62836927903307,0
844,c1ccccc1/C=C/c2nnc(C(F)(F)F)nn2,13.04653961894817,0
845,c1occc1c2nnc(C#Cc1ccccc1)nn2,15.36832291900741,1
846,CC(=O)c2nnc(c1ncccn1)nn2,10.161253237027529,0
847,CC(=O)Nc2nnc(c1ccc(OC)cc1)nn2,14.665512838998348,1
848,O=N(=O)c2nnc(c1cncnc1)nn2,7.7353034429459235,0
849,c1cccnc1c2nnc(I)nn2,13.672166092009425,0
850,c1cc(C(F)(F)F)ccc1c2nnc(c1ncccn1)nn2,12.334316903962872,0
851,c1cc(C(=O)[O-])ccc1c2nnc(c1cnccc1)nn2,14.364936028043836,1
852,c1cc(N)ccc1c2nnc(c1ccc(N)cc1)nn2,18.482022576993423,1
853,COC(=C)c2nnc(C=C)nn2,13.965840303981365,0
854,COC(=O)c2nnc(OC)nn2,13.753742262017482,0
855,COc2nnc(N(C)C)nn2,21.836058182014696,1
856,c1cc(C(=O)[O-])ccc1c2nnc(c1cscc1)nn2,15.336947469015286,1
857,CC(=O)Nc2nnc(c1ccc(N)cc1)nn2,15.384010643967803,1
858,COC(=O)c2nnc(C(C)(C)C)nn2,16.65973644102852,1
859,c1cc(N(=O)=O)ccc1c2nncnn2,13.175178963980084,0
860,c1cc(NC(=O)C)ccc1c2nnc(C(F)F)nn2,13.02332178600679,0
861,CSc2nnc(c1cc(O)ccc1)nn2,16.79088582198276,1
862,c1cc(C(=O)OC)ccc1c2nnc(C=C)nn2,15.334437432950285,1
863,c1cc(C(=O)[O-])ccc1c2nnc(C(F)F)nn2,12.390165205035888,0
864,c1cccnc1c2nnc(Br)nn2,12.81122374390023,0
865,c1cc(N)ccc1c2nnc(c1ccccc1)nn2,16.743195137960488,1
866,CSc2nnc(c1cncnc1)nn2,15.77808629604295,1
867,c1cc(C(F)(F)F)ccc1c2nnc(Cl)nn2,13.16702134692934,0
868,O=N(=O)c2nnc(c1ncncn1)nn2,6.075542137998727,0
869,CSc2nnc(N)nn2,22.852622762016345,1
870,c2nncnn2,13.827160815010467,0
871,O=N(=O)c2nnc(c1cc(O)ccc1)nn2,8.634523839958474,0
872,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2,18.746203865897144,1
873,c1cc(C(=O)OC)ccc1c2nnc(N(=O)=O)nn2,8.128751586022656,0
874,c1cc(C(F)(F)F)ccc1c2nnc(C(C)C)nn2,15.347615122059691,1
875,C#Cc2nnc(c1ncncc1)nn2,11.882510423962142,0
876,COC(=C)c2nnc(c1cncnc1)nn2,12.23579799092625,0
877,c1ccccc1/C=C/c2nnc(c1ncccc1)nn2,14.50236049891089,1
878,c1cc(C(=O)O)ccc1c2nnc(C=C)nn2,15.063981053991066,1
879,c1ccccc1/C=C/c2nnc(N(C)C)nn2,22.795519442946496,1
880,c1cc(C(=O)[O-])ccc1c2nnc(C(=O)C)nn2,12.132886515043396,0
881,NC(=O)c2nnc(Cl)nn2,10.961954721003456,0
882,NC(=O)c2nnc(c1ncncn1)nn2,9.126490896000488,0
883,O=N(=O)c2nnc(C(C)=C)nn2,8.452546229989887,0
884,COC(=C)c2nnc(C)nn2,14.974247267003603,1
885,c1sccc1c2nnc(c1cncnc1)nn2,14.233159138019843,0
886,c1cc(N)ccc1c2nnc(SC)nn2,18.044648803956253,1
887,CSc2nnc(C=C)nn2,17.502481027969644,1
888,c1cc([O-])ccc1c2nnc(c1cnccc1)nn2,18.63011470104756,1
889,c1(O)ccccc1c2nnc(C)nn2,16.056072783054496,1
890,c1cc(OC)ccc1c2nnc(C(=O)OC)nn2,12.260898350934218,0
891,C=Cc2nnc(c1ccncc1)nn2,14.66049276701102,1
892,c1occc1c2nnc(C(OC)=C)nn2,13.93571987205741,0
893,s1cccc1c2nnc(C)nn2,16.748215210090493,1
894,c1cc(OC)ccc1c2nnc(c1ncncc1)nn2,13.616945300006163,0
895,c1ccccc1C#Cc2nncnn2,13.804570491031832,0
896,FCc2nnc(Br)nn2,12.98253370096709,0
897,c1ccccc1C#Cc2nnc(C=C)nn2,15.532102768021945,1
898,c1cc(C(=O)O)ccc1c2nnc(C(F)F)nn2,11.78838407398577,0
899,c1ccccc1/C=C/c2nnc(c1ccccc1)nn2,15.773066223984284,1
900,CSc2nnc(OC)nn2,17.936717256014735,1
901,c1ccccc1C#Cc2nnc(c1cc(O)ccc1)nn2,14.60715450200301,1
902,NC(=O)c2nnc(c1cocc1)nn2,12.513784478009136,0
903,COc2nnc(c1ncccc1)nn2,15.340085014007364,1
904,FC(F)c2nnc(NC)nn2,19.057448330038746,1
905,c1c(O)cccc1c2nnc(F)nn2,13.043402074027432,0
906,c1cc(O)ccc1c2nnc(c1c(O)cccc1)nn2,15.38275562604231,1
907,FC(F)c2nnc(c1ncccn1)nn2,10.542151199993263,0
908,c1cc(N)ccc1c2nnc(NC)nn2,21.92955702299265,1
909,o1cccc1c2nnc(Cl)nn2,13.952662615014631,0
910,NC(=O)c2nnc(N(C)C)nn2,19.286489115031184,1
911,c1cc(N)ccc1c2nnc(C#Cc1ccccc1)nn2,17.06698978199906,1
912,NC(=O)c2nnc(c1cscc1)nn2,12.200657487014972,0
913,c1cc([O-])ccc1c2nnc(c1ccc(C(=O)OC)cc1)nn2,18.35714828602334,1
914,C#Cc2nnc(C(F)(F)F)nn2,10.588586866018709,0
915,COC(=C)c2nnc(c1c(O)cccc1)nn2,13.096112830037027,0
916,CC(=O)Nc2nnc(c1ccc(O)cc1)nn2,14.84937297603352,1
917,c1cc(N(=O)=O)ccc1c2nnc(Cl)nn2,12.896564968112802,0
918,C=Cc2nnc(c1ncccn1)nn2,13.951407597017802,0
919,CC(=O)Nc2nnc(Cl)nn2,13.524073967955283,0
920,o1cccc1c2nnc(C)nn2,16.27256338800729,1
921,c1ncncc1c2nnc(c1ncccc1)nn2,12.433463325926567,0
922,Clc2nnc(CC)nn2,14.865060700993917,1
923,c1ccccc1/C=C/c2nnc(c1cnccc1)nn2,15.65321200500153,1
924,FCc2nnc(c1cnccc1)nn2,13.09297528497361,0
925,c1ccccc1/C=C/c2nnc(c1ncncc1)nn2,13.968350339975023,0
926,c1(O)ccccc1c2nncnn2,13.877361534990731,0
927,c1occc1c2nnc(NC)nn2,21.663493207022345,1
928,FC(F)c2nnc(CC)nn2,13.658360893972938,0
929,CC(=O)Nc2nncnn2,14.012275969971132,0
930,c1cc(OC)ccc1c2nnc(C(C)=C)nn2,15.767418642998544,1
931,c1(NC)ccccc1c2nnc(/C=C/c1ccccc1)nn2,16.79527838504301,1
932,CC(=C)c2nnc(Cl)nn2,13.839083486087375,0
933,c1cc(OC)ccc1c2nnc(c1ncncn1)nn2,13.466343139958362,0
934,c1(NC)ccccc1c2nnc(N)nn2,22.403326318009277,1
935,c1cc(C(=O)OC)ccc1c2nnc(/C=C/c1ccccc1)nn2,15.604893811980842,1
936,CC(=O)c2nnc(I)nn2,12.22262030203086,0
937,c1cc(N)ccc1c2nnc(C=C)nn2,17.47110557804886,1
938,c1cc(C(F)(F)F)ccc1c2nnc(C(=O)N)nn2,11.15459998408779,0
939,o1cccc1c2nnc(c1sccc1)nn2,15.631876698984057,1
940,c1ccccc1/C=C/c2nnc(c1ccncc1)nn2,15.245958663959652,1
941,CC(=O)c2nnc(c1ncncc1)nn2,9.789767909038025,0
942,c1cnccc1c2nnc(I)nn2,14.164133148051436,0
943,s1cccc1c2nnc(c1ccncc1)nn2,14.643550023982458,1
944,n1cncnc1c2nnc(c1ncccc1)nn2,10.925559198952667,0
945,n1cccnc1c2nnc(c1cnccc1)nn2,12.550179999917246,0
946,c1cc(C(F)(F)F)ccc1c2nnc(c1ncncc1)nn2,11.910748328962187,0
947,c1ccncc1c2nnc(F)nn2,12.686976961999903,0
948,O=N(=O)c2nnc(c1occc1)nn2,9.088840356024209,0
949,FC(F)c2nnc(c1ccc(O)cc1)nn2,13.325153615029471,0
950,c1sccc1c2nnc(/C=C/c1ccccc1)nn2,16.231775303038926,1
951,CSc2nnc(NC)nn2,22.18871823998039,1
952,Brc2nnc(Br)nn2,13.268677805386078,0
953,s1cccc1c2nnc(C=C)nn2,16.19098721799923,1
954,CNc2nnc(c1cncnc1)nn2,20.140528864015128,1
955,CSc2nnc(C#C)nn2,16.071760507943548,1
956,c1(NC)ccccc1c2nnc(C(F)(F)F)nn2,12.519432058994877,0
957,c1ccncc1c2nnc(CC)nn2,14.954794487981376,1
958,c1c(O)cccc1c2nnc(c1ncccn1)nn2,12.897819985966953,0
959,c1cc(OC)ccc1c2nnc(c1ccc(N)cc1)nn2,17.378234245997977,1
960,c1ccccc1C#Cc2nnc(c1cncnc1)nn2,13.721111793957188,0
961,c1c(O)cccc1c2nnc(N)nn2,21.79338757005109,1
962,c1cnccc1c2nnc(c1ncccc1)nn2,12.400832858080292,0
963,c1cc(C(=O)N)ccc1c2nnc(c1ccc(O)cc1)nn2,15.167520038943673,1
964,c1occc1c2nnc(/C=C/c1ccccc1)nn2,16.53925471297601,1
965,CNc2nnc(Cl)nn2,19.745825703012905,1
