,SMILES,Free energy of activation (kcal/mol),E_bin
367,c1occc1c2nnc(Cl)nn2,14.28461487603261,0
368,c1cc([O-])ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2,18.356520776953584,1
369,CNc2nnc(N)nn2,24.956032929984865,1
370,CC(=O)c2nnc(Br)nn2,11.13702973213215,0
371,FC(F)c2nnc(c1cncnc1)nn2,11.282611820049947,0
372,c1ccccc1/C=C/c2nnc(C)nn2,17.72963928603818,1
373,c1cc(N(=O)=O)ccc1c2nnc(C(=O)N)nn2,10.832060357974711,0
374,c1cc([O-])ccc1c2nnc(N)nn2,23.345844835983847,1
375,c1ccccc1C#Cc2nnc(c1ccccc1)nn2,14.518675733083718,1
376,COC(=O)c2nnc(c1ccncc1)nn2,10.170665872003765,0
377,c1(O)ccccc1c2nnc(Cl)nn2,13.623847899060076,0
378,CC(=O)Nc2nnc(c1ncccc1)nn2,13.275580404011954,0
379,c1(NC)ccccc1c2nnc(NC(=O)C)nn2,15.021310442027458,1
380,c1occc1c2nnc(c1cc(O)ccc1)nn2,15.380873099047063,1
381,CC(=O)Nc2nnc(N)nn2,20.020047135962617,1
382,NC(=O)c2nnc(c1ncccn1)nn2,10.041399018044771,0
383,c1occc1c2nnc(c1cnccc1)nn2,14.950401924921128,1
384,COC(=C)c2nnc(Cl)nn2,12.450406068955132,0
385,c1cc(NC(=O)C)ccc1c2nnc(c1ccncc1)nn2,14.241944264069,0
386,c1cc(C(=O)O)ccc1c2nnc(C(OC)=C)nn2,12.6643866379856,0
387,s1cccc1c2nnc(c1ccc(O)cc1)nn2,16.082428160987956,1
388,n1cncnc1c2nnc(C)nn2,13.741192081977829,0
389,CN(C)c2nnc(N)nn2,25.580404385049288,1
390,c1cc(C(=O)OC)ccc1c2nnc(N)nn2,21.60136981596517,1
391,c1occc1c2nnc(c1ncccn1)nn2,13.576157214966464,0
392,c1(NC)ccccc1c2nnc(c1cc(O)ccc1)nn2,15.52520016903937,1
393,c1cc(N(=O)=O)ccc1c2nnc(c1cscc1)nn2,14.295282529077015,0
394,C#Cc2nnc(Cl)nn2,12.955550813963876,0
395,Fc2nncnn2,13.513406315017887,0
396,c1cc(C(F)(F)F)ccc1c2nnc(C)nn2,15.711570342068208,1
397,c1(NC)ccccc1c2nnc(c1ncncc1)nn2,13.28624805698502,0
398,c1cc(C(=O)[O-])ccc1c2nnc(c1c(O)cccc1)nn2,14.598996884952266,1
399,c1ccccc1/C=C/c2nnc(c1cncnc1)nn2,15.13175202596264,1
400,C=Cc2nnc(C(F)(F)F)nn2,12.055075399025831,0
401,c1(NC)ccccc1c2nnc(CF)nn2,13.90810947598444,0
402,o1cccc1c2nnc(c1ncncc1)nn2,12.985671246030508,0
403,C#Cc2nnc(c1ccncc1)nn2,12.938608071006652,0
404,COC(=C)c2nnc(c1ncncc1)nn2,11.224880992053029,0
405,c1cccnc1c2nnc(c1ncccc1)nn2,11.979774319001931,0
406,CC(=C)c2nnc(c1ccccc1)nn2,15.165637512019766,1
407,c1cc(O)ccc1c2nnc(Br)nn2,15.298669420183268,1
408,c1cc(O)ccc1c2nnc(c1ccccc1)nn2,15.65446702299836,1
409,c1sccc1c2nnc(CF)nn2,13.823395761055645,0
410,c1cc(O)ccc1c2nnc(C)nn2,17.13350573604514,1
411,c1cc(C(=O)OC)ccc1c2nnc(OC)nn2,16.536744676982348,1
412,COc2nnc(C(F)(F)F)nn2,13.673421110006256,0
413,c1cc(C(=O)O)ccc1c2nnc(C(=O)OC)nn2,10.796292345065016,0
414,c1cc([O-])ccc1c2nnc(I)nn2,18.98214725008618,1
415,c1cc(C(=O)O)ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2,13.44438032508515,0
416,CC(=O)Nc2nnc(C#C)nn2,13.877361535062072,0
417,CC(=C)c2nnc(C=C)nn2,16.043522602979174,1
418,c1cc(OC)ccc1c2nnc(c1c(O)cccc1)nn2,15.181952745978574,1
419,o1cccc1c2nnc(c1cc(O)ccc1)nn2,15.09661152198002,1
420,Clc2nnc(Cl)nn2,12.88966236905889,0
421,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(C(F)(F)F)cc1)nn2,14.063731708019567,0
422,c1cc(N(=O)=O)ccc1c2nnc(c1ncccn1)nn2,12.049427817968752,0
423,c1ccccc1C#Cc2nnc(CC)nn2,15.656977058992023,1
424,FCc2nnc(c1ncccn1)nn2,12.07703821404172,0
425,CC(=O)c2nnc(F)nn2,10.876613497004904,0
426,FCc2nnc(c1ccc(O)cc1)nn2,14.168525710969009,0
427,c1cnccc1c2nnc(CC)nn2,14.731401283974677,1
428,c1occc1c2nnc(c1ccccc1)nn2,15.245331154961235,1
429,CC(=O)c2nnc(N)nn2,19.706292636041372,1
430,FC(F)c2nnc(C(F)F)nn2,9.308468505969076,0
431,c1sccc1c2nnc(I)nn2,15.346987612989938,1
432,COc2nnc(NC)nn2,21.29953798697816,1
433,c1cnccc1c2nnc(C)nn2,15.304944509953406,1
434,c1cc([O-])ccc1c2nnc(c1ccccc1)nn2,18.85978299496708,1
435,c1cc(N)ccc1c2nnc(/C=C/c1ccccc1)nn2,17.60602001292225,1
436,c1ccccc1C#Cc2nnc(F)nn2,13.346488920975606,0
437,c1cc(C(=O)N)ccc1c2nnc(F)nn2,13.009516587970303,0
438,COC(=O)c2nnc(C#C)nn2,10.299305217035675,0
439,CN(C)c2nnc(c1cncnc1)nn2,20.96256565400853,1
440,c1cc(NC(=O)C)ccc1c2nnc(C(C)=C)nn2,15.756123480955722,1
441,c1(NC)ccccc1c2nnc(c1ccc(N)cc1)nn2,17.115935484018163,1
442,FC(F)c2nnc(c1ccncc1)nn2,11.27382669392945,0
443,o1cccc1c2nnc(c1cscc1)nn2,15.396560823936117,1
444,C=Cc2nnc(F)nn2,13.791392802029431,0
445,c1(O)ccccc1c2nnc(c1ncccn1)nn2,12.893427422978045,0
446,FC(F)c2nnc(Cl)nn2,11.312732252045242,0
447,CSc2nnc(CC)nn2,17.574644563001467,1
448,c1cc(C(=O)[O-])ccc1c2nnc(Cl)nn2,13.76566493298738,0
449,COC(=O)c2nnc(c1cc(O)ccc1)nn2,11.229901063969011,0
450,c1ccccc1/C=C/c2nnc(Br)nn2,15.417896130024928,1
451,c1cc(C(=O)N)ccc1c2nnc(C(=O)N)nn2,11.21170330294362,0
452,c1cc([O-])ccc1c2nnc(c1c(NC)cccc1)nn2,18.916258805038517,1
453,CSc2nnc(F)nn2,15.074021198037055,1
454,c1cc(OC)ccc1c2nnc(c1cnccc1)nn2,15.087198887075123,1
455,COc2nnc(c1ccc(O)cc1)nn2,16.954038161998877,1
456,c1occc1c2nnc(C(C)C)nn2,16.59196546898561,1
457,c1cncnc1c2nnc(Br)nn2,12.12535640699107,0
458,COC(=O)c2nnc(Cl)nn2,10.25537958707524,0
459,c1cc(N)ccc1c2nnc(c1occc1)nn2,16.891914770941707,1
460,c1cc(OC)ccc1c2nnc(c1sccc1)nn2,16.277583459994613,1
461,c1cc(NC(=O)C)ccc1c2nnc(c1ccc(N)cc1)nn2,17.013651516991047,1
462,O=N(=O)c2nnc(c1ccncc1)nn2,7.639294565974304,0
463,COC(=O)c2nnc(c1ncncn1)nn2,8.540397489982103,0
464,c1cc(N)ccc1c2nnc(CC)nn2,17.44161265498064,1
465,Nc2nnc(c1ccncc1)nn2,20.639398519039712,1
466,CSc2nnc(c1cnccc1)nn2,16.02344231506554,1
467,c1cc(NC(=O)C)ccc1c2nnc(c1cc(O)ccc1)nn2,15.235918519913662,1
468,c1occc1c2nnc(C(F)(F)F)nn2,12.229522900942094,0
469,c1cc(O)ccc1c2nnc(c1ccc(O)cc1)nn2,16.631498536028477,1
470,c1cc(OC)ccc1c2nnc(c1ccncc1)nn2,14.72449868506344,1
471,o1cccc1c2nncnn2,14.33795314096928,0
472,C#Cc2nnc(C)nn2,15.491314683017912,1
473,c1cc(NC(=O)C)ccc1c2nnc(/C=C/c1ccccc1)nn2,16.614555793071254,1
474,n1cncnc1c2nnc(I)nn2,12.709567286085548,0
475,c1ccccc1/C=C/c2nnc(N)nn2,23.18959509502164,1
476,c1ccccc1c2nnc(C)nn2,15.993949391997324,1
477,C#Cc2nnc(CC)nn2,14.925929073982916,1
478,c1(NC)ccccc1c2nnc(c1occc1)nn2,15.471234395032942,1
479,n1cncnc1c2nnc(F)nn2,11.020313057998797,0
480,o1cccc1c2nnc(N)nn2,21.78083739001144,1
481,c1occc1c2nnc(c1c(O)cccc1)nn2,15.101631593967346,1
482,COc2nnc(CC)nn2,17.440357636983812,1
483,c1cnccc1c2nnc(F)nn2,12.229522901013432,0
484,CNc2nnc(I)nn2,21.09183250803886,1
485,c1cc(NC(=O)C)ccc1c2nncnn2,14.716968577011114,1
486,NC(=O)c2nnc(C)nn2,13.194004234003897,0
487,CN(C)c2nnc(c1ccccc1)nn2,21.541756461044343,1
488,c1cncnc1c2nnc(c1ccccc1)nn2,12.404597912070788,0
489,c1c(O)cccc1c2nnc(c1cc(O)ccc1)nn2,14.59962439402202,1
490,c1cc(N(=O)=O)ccc1c2nnc(C(C)=C)nn2,14.169780729037178,0
491,O=N(=O)c2nnc(F)nn2,7.595368936013866,0
492,c1cc(OC)ccc1c2nnc(c1ccc(C(F)(F)F)cc1)nn2,15.028213040938692,1
493,CC(=O)Nc2nnc(C(F)F)nn2,12.595360648088535,0
494,c1cc(N)ccc1c2nnc(c1ccc(O)cc1)nn2,17.747837046992235,1
495,c1sccc1c2nnc(C(=O)OC)nn2,11.800306744955668,0
496,o1cccc1c2nnc(c1ccccc1)nn2,14.97487477593068,1
497,o1cccc1c2nnc(I)nn2,15.2911393120596,1
498,c1cc(C(F)(F)F)ccc1c2nnc(C(C)=C)nn2,14.464082450078871,1
499,CN(C)c2nnc(F)nn2,18.49457275703308,1
500,c1cc([O-])ccc1c2nncnn2,17.773564915998616,1
501,c1cc(O)ccc1c2nnc(N)nn2,22.075766619980207,1
502,c1cc(OC)ccc1c2nnc(C#Cc1ccccc1)nn2,15.53837785807744,1
503,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(N)cc1)nn2,16.185339637013488,1
504,c1cc(C(=O)O)ccc1c2nnc(I)nn2,14.610919555993505,1
505,c1cnccc1c2nnc(c1cnccc1)nn2,13.458185522978956,0
506,c1cc(N)ccc1c2nnc(c1cscc1)nn2,17.019926607046543,1
507,c1cc(C(=O)N)ccc1c2nnc(Cl)nn2,13.375354334974068,0
508,c1sccc1c2nnc(C(F)(F)F)nn2,11.979146810146196,0
509,FCc2nnc(c1cc(O)ccc1)nn2,13.411749856953517,0
510,COC(=O)c2nnc(Br)nn2,10.56662405093148,0
511,CC(=O)c2nnc(OC)nn2,14.218098921986527,0
512,Clc2nnc(C)nn2,15.36267533795033,1
513,COc2nnc(N)nn2,21.86492359604883,1
514,c1(O)ccccc1c2nnc(c1ncncc1)nn2,12.509391914948887,0
515,c1cncnc1c2nnc(Cl)nn2,11.69802277799989,0
516,Fc2nnc(C(C)C)nn2,14.84247037705095,1
517,Brc2nnc(C)nn2,15.466841832044032,1
518,COC(=C)c2nnc(C(F)(F)F)nn2,10.244084425032415,0
519,c1cc([O-])ccc1c2nnc(c1c(O)cccc1)nn2,18.14505024405946,1
520,CNc2nnc(c1ncncc1)nn2,19.208050490015204,1
521,CC(=O)c2nnc(C)nn2,13.477638302036851,0
522,CC(=O)Nc2nnc(c1cncnc1)nn2,13.395434622994708,0
523,FC(F)(F)c2nnc(C)nn2,13.192121707008647,0
524,c1cc(N)ccc1c2nnc(C(C)(C)C)nn2,21.620195085988986,1
525,NC(=O)c2nnc(C=C)nn2,12.537002310950516,0
526,c1cc(C(=O)N)ccc1c2nnc(CF)nn2,13.08858272205604,0
527,c1cc([O-])ccc1c2nnc(C(F)(F)F)nn2,16.42630309297583,1
528,c1cc([O-])ccc1c2nnc(c1cscc1)nn2,18.909356205913262,1
529,COC(=C)c2nnc(N)nn2,20.35388192397584,1
530,O=N(=O)c2nnc(SC)nn2,10.769936966988878,0
531,c1cc(OC)ccc1c2nnc(C=C)nn2,16.3403343600502,1
532,c1sccc1c2nnc(c1ncccn1)nn2,13.481403355920335,0
533,c1cc(C(F)(F)F)ccc1c2nnc(C(OC)=C)nn2,12.71835241199203,0
534,Ic2nncnn2,14.4891828100155,1
535,c1cc(OC)ccc1c2nnc(C#C)nn2,14.937224236025738,1
536,c1cc(C(=O)O)ccc1c2nnc(C(F)(F)F)nn2,10.955052122020884,0
537,c1cc(C(=O)O)ccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2,14.435844545007487,1
538,c1cc([O-])ccc1c2nnc(C(OC)=C)nn2,17.452280307953707,1
539,c1cc(NC(=O)C)ccc1c2nnc(c1ncncn1)nn2,12.884014788073149,0
540,s1cccc1c2nnc(C(C)=C)nn2,15.797539074993836,1
541,c1cc(C(=O)N)ccc1c2nnc(c1cnccc1)nn2,13.968350339975023,0
542,c1(NC)ccccc1c2nnc(c1ccncc1)nn2,14.68998568993656,1
543,c1cc(OC)ccc1c2nnc(C)nn2,17.02933924202278,1
544,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(C(F)(F)F)cc1)nn2,13.696638943018977,0
545,c1cc(C(=O)N)ccc1c2nnc(CC)nn2,15.34824263098677,1
546,c1cncnc1c2nnc(F)nn2,11.464589430018536,0
547,Ic2nnc(Cl)nn2,14.058084127105168,0
548,c1cc([O-])ccc1c2nnc(c1ccc(O)cc1)nn2,19.578280799936536,1
549,c1cc(C(=O)O)ccc1c2nnc(C#Cc1ccccc1)nn2,14.162250620984851,0
550,c1cc(C(=O)O)ccc1c2nnc(Br)nn2,13.62635793519642,0
551,c1cc(N(=O)=O)ccc1c2nnc(c1cc(O)ccc1)nn2,13.77445005910788,0
552,c1ccccc1/C=C/c2nnc(C=C)nn2,17.098365231991185,1
553,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(N(=O)=O)cc1)nn2,13.748094680889064,0
554,c1cc(C(=O)N)ccc1c2nnc(C(OC)=C)nn2,12.68446692607758,0
555,CNc2nnc(NC)nn2,24.283343282042438,1
556,COC(=O)c2nncnn2,10.577291703975884,0
557,COC(=O)c2nnc(c1cnccc1)nn2,10.60992217210752,0
558,c1ncncc1c2nnc(Cl)nn2,12.80934121704766,0
559,c1cc(C(=O)N)ccc1c2nnc(OC)nn2,16.339706851051783,1
560,Nc2nnc(Br)nn2,20.451773328014045,1
561,FC(F)(F)c2nnc(c1cnccc1)nn2,11.108791826989426,0
562,c1occc1c2nnc(C=C)nn2,16.198517325980216,1
563,c1cc(OC)ccc1c2nnc(c1cscc1)nn2,15.980771702959256,1
564,CC(=C)c2nnc(c1c(O)cccc1)nn2,14.80293731000808,1
565,c1cc(N(=O)=O)ccc1c2nnc(CF)nn2,12.818753851952556,0
566,c1cc(C(=O)OC)ccc1c2nnc(c1ccncc1)nn2,13.445635343081982,0
567,CC(=O)Nc2nnc(c1sccc1)nn2,14.87698337210649,1
568,c1(O)ccccc1c2nnc(c1cnccc1)nn2,14.120835027089417,0
569,Clc2nnc(F)nn2,12.486174081936166,0
570,COc2nnc(c1ccncc1)nn2,15.744200809985823,1
571,C=Cc2nnc(C(F)F)nn2,12.900957531030372,0
572,c1cc([O-])ccc1c2nnc(c1ccc(N)cc1)nn2,20.08781810793419,1
573,CSc2nnc(c1ncccc1)nn2,15.542142911996594,1
574,c1ccccc1c2nnc(I)nn2,15.057078455079832,1
575,C#Cc2nnc(F)nn2,12.500606789042406,0
576,c1cc(C(=O)O)ccc1c2nnc(c1ccc(C(F)(F)F)cc1)nn2,13.381629425100902,0
577,c1cc(N(=O)=O)ccc1c2nnc(C=C)nn2,14.615939628052168,1
578,CC(=C)c2nnc(CC)nn2,15.614933955991164,1
579,c1cc(C(=O)OC)ccc1c2nnc(c1cc(O)ccc1)nn2,14.32101039794072,0
580,s1cccc1c2nnc(Cl)nn2,14.536873493966434,1
581,c1cc(C(=O)O)ccc1c2nnc(c1ncncn1)nn2,11.66476480094118,0
582,c1cc(N(=O)=O)ccc1c2nnc(F)nn2,12.582182958979123,0
583,c1cc(C(=O)O)ccc1c2nnc(c1ccc(C(=O)O)cc1)nn2,13.497718590021824,0
584,CSc2nnc(c1c(O)cccc1)nn2,16.4156354400741,1
585,Ic2nnc(C)nn2,16.541137240042598,1
586,CC(=O)c2nnc(c1ccc(NC(=O)C)cc1)nn2,12.814988798033404,0
587,c1cncnc1c2nnc(c1ncccn1)nn2,10.640042603960133,0
588,c1cc([O-])ccc1c2nnc(NC(=O)C)nn2,15.7272580670286,1
589,c1ccncc1c2nnc(I)nn2,14.684338109022155,1
590,c1cc(C(F)(F)F)ccc1c2nnc(C=C)nn2,15.11857433699591,1
591,c1cc(C(=O)[O-])ccc1c2nnc(F)nn2,13.422417509997922,0
592,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2,13.711071650053876,0
593,s1cccc1c2nnc(c1cc(O)ccc1)nn2,15.412876058037604,1
594,c1sccc1c2nnc(c1ccncc1)nn2,14.27143718699454,0
595,c1ncncc1c2nnc(CC)nn2,14.611547065063258,1
596,CC(=O)Nc2nnc(c1occc1)nn2,14.253239426040484,0
597,CC(=C)c2nnc(c1ncncn1)nn2,12.519432058994877,0
598,Brc2nnc(C(C)C)nn2,15.48315706614552,1
599,c1ccccc1c2nnc(c1ccccc1)nn2,14.784112039984272,1
600,c1cc(C(F)(F)F)ccc1c2nnc(C(F)F)nn2,11.802189271879575,0
601,C#Cc2nnc(C(F)F)nn2,11.29704452701351,0
602,n1cccnc1c2nnc(C)nn2,14.548168656009254,1
603,c1cc(C(=O)OC)ccc1c2nnc(C#Cc1ccccc1)nn2,14.334815596048545,0
604,NC(=O)c2nnc(OC)nn2,13.959565213997204,0
605,s1cccc1c2nncnn2,14.58958424997603,1
606,c1(NC)ccccc1c2nnc(Br)nn2,14.673670456049091,1
607,c1cc(NC(=O)C)ccc1c2nnc(c1ncccn1)nn2,13.633888043034728,0
608,s1cccc1c2nnc(/C=C/c1ccccc1)nn2,16.703034561919207,1
609,c1cc(OC)ccc1c2nnc(CC)nn2,16.444500853929885,1
610,c1ccccc1C#Cc2nnc(C(F)(F)F)nn2,11.279474274986532,0
611,c1cc(C(=O)O)ccc1c2nnc(NC)nn2,20.842711434954435,1
612,CC(=O)c2nnc(C(=O)OC)nn2,8.001994767985988,0
613,c1cncnc1c2nnc(c1ccncc1)nn2,11.532987910988526,0
614,o1cccc1c2nnc(C(OC)=C)nn2,13.689736344036405,0
615,c1cc(C(F)(F)F)ccc1c2nncnn2,13.519053895967955,0
616,NC(=O)c2nnc(c1ncncc1)nn2,9.590847556040872,0
617,c1occc1c2nnc(CF)nn2,14.154093004005448,0
618,COc2nnc(c1ncncc1)nn2,14.642295005985629,1
619,CC(=O)Nc2nnc(C(F)(F)F)nn2,11.846742410981108,0
620,CC(=C)c2nnc(C(C)=C)nn2,15.289256784993016,1
621,c1ccccc1C#Cc2nnc(c1ncccc1)nn2,13.243577444950072,0
622,c1(O)ccccc1c2nnc(I)nn2,14.821135071033476,1
623,c1cc(N(=O)=O)ccc1c2nnc(c1ncccc1)nn2,12.388910186967715,0
624,c1ccccc1C#Cc2nnc(N)nn2,22.285354625950426,1
625,c1cc(N(=O)=O)ccc1c2nnc(c1sccc1)nn2,14.691240708004733,1
626,c1cc(C(=O)N)ccc1c2nnc(/C=C/c1ccccc1)nn2,15.866565065033582,1
627,c1cc([O-])ccc1c2nnc(OC)nn2,19.322884637010635,1
628,COC(=C)c2nnc(c1ncccn1)nn2,11.610799027006092,0
629,c1cc([O-])ccc1c2nnc(c1cncnc1)nn2,18.343343087986856,1
630,c1cncnc1c2nnc(C)nn2,13.980273011016264,0
631,c1cc(C(=O)N)ccc1c2nnc(c1ncncn1)nn2,11.942751287952726,0
632,FC(F)c2nnc(c1cnccc1)nn2,11.933338652976492,0
633,c1ccccc1C#Cc2nnc(C#Cc1ccccc1)nn2,14.834312760071546,1
634,CC(=C)c2nnc(c1cc(O)ccc1)nn2,15.10665166602601,1
635,COc2nnc(I)nn2,16.85928430302409,1
636,CC(=O)c2nnc(C=C)nn2,12.86205197305726,0
637,CC(=C)c2nnc(c1ccncc1)nn2,14.06937928900531,0
638,c1cc(C(F)(F)F)ccc1c2nnc(c1cscc1)nn2,14.559463818052077,1
639,c1occc1c2nnc(CC)nn2,16.020304770002124,1
640,c1cc([O-])ccc1c2nnc(c1ncccc1)nn2,17.481773231093264,1
641,c1cc(C(F)(F)F)ccc1c2nnc(NC)nn2,20.862791722975075,1
642,c1cc(C(F)(F)F)ccc1c2nnc(Br)nn2,13.569254615983892,0
643,c1cc(C(F)(F)F)ccc1c2nnc(c1ccc(O)cc1)nn2,15.180070218983326,1
644,c1cccnc1c2nnc(Cl)nn2,12.563357688955316,0
645,CC(=C)c2nnc(c1ncccn1)nn2,13.456930504982124,0
646,c1cc(OC)ccc1c2nnc(c1cncnc1)nn2,14.600879411947512,1
647,c1occc1c2nnc(C(=O)OC)nn2,12.132259005973642,0
648,O=N(=O)c2nnc(Cl)nn2,7.668787488971181,0
649,COC(=O)c2nnc(C)nn2,12.926057890967,0
650,Clc2nncnn2,13.17266892791508,0
651,C=Cc2nnc(Cl)nn2,14.384388806994725,1
652,CCc2nnc(CC)nn2,16.76766798900571,1
653,n1cncnc1c2nnc(c1ncncn1)nn2,9.570139758950477,0
654,Nc2nnc(c1ncccc1)nn2,20.547782204985666,1
655,c1cc(C(=O)O)ccc1c2nnc(c1cnccc1)nn2,13.96772283097661,0
656,s1cccc1c2nnc(c1cnccc1)nn2,15.113554265008585,1
657,c1cc(C(=O)OC)ccc1c2nnc(CC)nn2,15.3030619830295,1
658,c1cc(OC)ccc1c2nnc(C(F)F)nn2,13.313858453057987,0
659,CC(=O)c2nnc(/C=C/c1ccccc1)nn2,13.552939381953744,0
660,c1cc(C(=O)N)ccc1c2nnc(SC)nn2,16.3811224450899,1
661,CC(=C)c2nnc(F)nn2,13.19902430599122,0
662,C#Cc2nnc(c1ncncn1)nn2,11.477139609986851,0
663,CN(C)c2nnc(Br)nn2,21.062339584827964,1
664,CC(=O)c2nnc(CC)nn2,12.84322670303345,0
665,c1cc(C(=O)OC)ccc1c2nnc(SC)nn2,16.33594179706129,1
666,COC(=O)c2nnc(N)nn2,18.617564521007907,1
667,COc2nnc(C#C)nn2,15.893547951965456,1
668,NC(=O)c2nnc(c1ccc(O)cc1)nn2,12.855149374003346,0
669,c1occc1c2nnc(c1sccc1)nn2,16.024069824063957,1
670,c1cc(C(=O)N)ccc1c2nnc(NC)nn2,20.69650183796688,1
671,c1(O)ccccc1c2nnc(c1ccncc1)nn2,13.605650137963345,0
672,FCc2nncnn2,13.005124024981397,0
673,c1cc(C(=O)O)ccc1c2nnc(C(=O)C)nn2,11.348500264954936,0
674,c1ccccc1/C=C/c2nncnn2,15.164382494022934,1
675,c1cc(C(F)(F)F)ccc1c2nnc(c1cnccc1)nn2,13.790137783996933,0
676,c1sccc1c2nnc(C#Cc1ccccc1)nn2,15.034488131065528,1
677,c1(O)ccccc1c2nnc(NC)nn2,20.65445873500169,1
678,c1(NC)ccccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2,15.819501890009724,1
679,c1cc(O)ccc1c2nnc(CC)nn2,16.32025407202956,1
680,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(N(=O)=O)cc1)nn2,13.335193759075462,0
681,c1cc([O-])ccc1c2nnc(c1ccc(C(=O)[O-])cc1)nn2,18.85727295904476,1
682,c1ncncc1c2nnc(c1ncncc1)nn2,11.538635492045607,0
683,CN(C)c2nncnn2,20.735407395975663,1
684,c1cc(C(=O)N)ccc1c2nnc(I)nn2,14.476632630047186,1
685,c1c(O)cccc1c2nnc(c1ccncc1)nn2,13.750604717025404,0
686,c1cc(C(=O)O)ccc1c2nnc(c1ccccc1)nn2,14.233786647018258,0
687,CC(=O)c2nnc(N(C)C)nn2,19.859404832011503,1
688,c1c(O)cccc1c2nnc(C)nn2,16.067995454024395,1
689,c1(NC)ccccc1c2nnc(C=C)nn2,16.675424166060253,1
690,c1cc(N)ccc1c2nnc(C(OC)=C)nn2,14.98616993804484,1
691,COC(=C)c2nnc(c1ccncc1)nn2,12.194382397102157,0
692,FC(F)(F)c2nnc(I)nn2,11.854900027960513,0
693,Brc2nnc(CC)nn2,15.062098526995818,1
694,c1cc([O-])ccc1c2nnc(C=C)nn2,19.289626659951924,1
695,c1occc1c2nnc(c1ccc(O)cc1)nn2,16.355394576083516,1
696,c1cc(C(=O)OC)ccc1c2nnc(C(C)=C)nn2,14.369956099959822,1
697,c1occc1c2nnc(c1ncccc1)nn2,14.02168860498304,0
698,c1sccc1c2nnc(N)nn2,22.388266102047297,1
699,c1cc(N(=O)=O)ccc1c2nnc(c1ncncn1)nn2,11.378620696950229,0
700,CN(C)c2nnc(NC)nn2,25.27794504695685,1
701,c1cc(N(=O)=O)ccc1c2nnc(OC)nn2,15.877232718077988,1
702,c1cc(C(=O)OC)ccc1c2nnc(C(=O)OC)nn2,10.776212057044374,0
703,c1cc(O)ccc1c2nnc(c1cc(O)ccc1)nn2,15.370832955001074,1
704,c1(O)ccccc1c2nnc(CC)nn2,15.461821760056706,1
705,c1cncnc1c2nnc(I)nn2,12.971866047994023,0
706,c1cc(C(=O)OC)ccc1c2nnc(Br)nn2,13.892421751095387,0
707,COC(=C)c2nnc(c1ncncn1)nn2,10.849003101003271,0
708,O=N(=O)c2nnc(NC)nn2,15.8552699030621,1
709,c1cc(C(=O)[O-])ccc1c2nnc(c1cc(O)ccc1)nn2,14.887023516081143,1
710,c1c(O)cccc1c2nnc(I)nn2,15.177560183061004,1
711,c1cncnc1c2nnc(c1ncccc1)nn2,11.119459480033832,0
712,c1cc(C(=O)OC)ccc1c2nnc(C(F)(F)F)nn2,11.146442367037046,0
713,FC(F)c2nnc(N(C)C)nn2,19.200520382034217,1
714,c1cc(OC)ccc1c2nnc(c1cc(O)ccc1)nn2,15.490059664985411,1
715,c1cc(O)ccc1c2nnc(NC)nn2,21.77016973696703,1
716,c1cc(N(=O)=O)ccc1c2nnc(/C=C/c1ccccc1)nn2,15.309337073084995,1
717,c1cc(NC(=O)C)ccc1c2nnc(C(F)(F)F)nn2,12.367574881092922,0
718,c1cc(C(F)(F)F)ccc1c2nnc(CF)nn2,13.015164168956046,0
719,n1cccnc1c2nncnn2,12.51190195101389,0
720,s1cccc1c2nnc(C(OC)=C)nn2,13.959565213997204,0
721,Nc2nnc(F)nn2,18.799542131012167,1
722,O=N(=O)c2nnc(c1ccccc1)nn2,8.529729837009036,0
723,c1cc(OC)ccc1c2nnc(c1ccc(OC)cc1)nn2,16.65973644102852,1
724,c1ccccc1/C=C/c2nnc(CF)nn2,14.47349508505511,1
725,c1cc(C(=O)OC)ccc1c2nnc(c1ncncn1)nn2,11.952791432070056,0
726,O=N(=O)c2nnc(c1ccc(N)cc1)nn2,11.797169199963587,0
727,c1occc1c2nncnn2,14.69563327099364,1
728,c1(NC)ccccc1c2nnc(c1ccccc1)nn2,15.540887894071105,1
729,c1cc(C(F)(F)F)ccc1c2nnc(N)nn2,21.009628828961045,1
730,c1cc(C(=O)O)ccc1c2nnc(N(C)C)nn2,21.44951263799188,1
731,c1cc(C(F)(F)F)ccc1c2nnc(F)nn2,12.69764461497297,0
732,c1cc(OC)ccc1c2nnc(C(F)(F)F)nn2,12.595988157015611,0
733,c1cc([O-])ccc1c2nnc(c1ncncn1)nn2,17.324895980989965,1
734,c1cc(O)ccc1c2nnc(c1ccncc1)nn2,14.90333875003995,1
735,CC(=O)c2nnc(c1ncncn1)nn2,9.30909601503883,0
736,CC(=O)c2nnc(c1ccccc1)nn2,12.184342252984823,0
